"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
12073823.1573583,38517684.1056828,50591507.2630411,1882.21175362996,245874,"strategy","rrr_pxlvd","0.7213",0.7213,50591507.2630411,1882.21175362996
12073823.1573583,38517684.1056828,50591507.2630411,1882.21175362996,245874,"strategy","rrr_pxlvd","0.9556",0.9556,50591507.2630411,1882.21175362996
12043744.0427971,32770132.7630052,44813876.8058024,4407.38338174756,245874,"strategy","rrr_rmsvr","0.4141",0.4141,44813876.8058024,4407.38338174756
12091283.1611784,41853961.4483894,53945244.6095677,550.153521409912,245874,"strategy","rrr_rmsvr","0.9688",0.9688,53945244.6095677,550.153521409912
12073823.1573583,38517684.1056828,50591507.2630411,1882.21175362996,245874,"strategy","cost_A_pxlvd_drugs","51.6",51.6,50591507.2630411,1882.21175362996
12073823.1573583,38517684.1056828,50591507.2630411,1882.21175362996,245874,"strategy","cost_A_pxlvd_drugs","262.6",262.6,50591507.2630411,1882.21175362996
12073823.1573583,38517684.1056828,50591507.2630411,1882.21175362996,245874,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,50591507.2630411,1882.21175362996
12073823.1573583,38517684.1056828,50591507.2630411,1882.21175362996,245874,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,50591507.2630411,1882.21175362996
10036252.2319959,32600658.1234317,42636910.3554277,1488.53884241305,245874,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,42636910.3554277,1488.53884241305
13943133.8172855,43946126.8800722,57889260.6973577,2243.38351500791,245874,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,57889260.6973577,2243.38351500791
