"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
406633.897657664,622824.901059962,1029458.79871763,79.3894370753372,4351,"strategy","rrr_pxlvd","0.7213",0.7213,1029458.79871763,79.3894370753372
412702.058411078,740584.235300721,1153286.2937118,17.9458452760493,4351,"strategy","rrr_pxlvd","0.9556",0.9556,1153286.2937118,17.9458452760493
410803.573448458,696192.152010233,1106995.72545869,39.8506049925093,4351,"strategy","rrr_rmsvr","0.4141",0.4141,1106995.72545869,39.8506049925093
410803.573448458,696192.152010233,1106995.72545869,39.8506049925093,4351,"strategy","rrr_rmsvr","0.9688",0.9688,1106995.72545869,39.8506049925093
232535.759588348,696192.152010233,928727.911598581,39.8506049925093,4351,"strategy","cost_A_pxlvd_drugs","51.6",51.6,928727.911598581,39.8506049925093
925571.387860726,696192.152010233,1621763.53987096,39.8506049925093,4351,"strategy","cost_A_pxlvd_drugs","262.6",262.6,1621763.53987096,39.8506049925093
411022.901427544,686287.15510179,1097310.05652933,39.1426555515444,4351,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,1097310.05652933,39.1426555515444
410579.027600886,705985.882581474,1116564.91018236,40.5506088574262,4351,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,1116564.91018236,40.5506088574262
410803.573448458,696192.152010233,1106995.72545869,39.8506049925093,4351,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,1106995.72545869,39.8506049925093
410803.573448458,696192.152010233,1106995.72545869,39.8506049925093,4351,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,1106995.72545869,39.8506049925093
