"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","rrr_pxlvd","0.7213",0.7213,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","rrr_pxlvd","0.9556",0.9556,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","rrr_rmsvr","0.4141",0.4141,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","rrr_rmsvr","0.9688",0.9688,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","cost_A_pxlvd_drugs","51.6",51.6,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","cost_A_pxlvd_drugs","262.6",262.6,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,317479.862523508,0
40233.3363075627,277246.526215946,317479.862523508,0,1544,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,317479.862523508,0
37666.5194675543,254322.514215954,291989.033683508,0,1544,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,291989.033683508,0
42596.915321251,298325.069169455,340921.984490706,0,1544,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,340921.984490706,0
