"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
17219417.6215413,54899581.2338035,72118998.8553448,2552.56543893726,372157,"strategy","rrr_pxlvd","0.7213",0.7213,72118998.8553448,2552.56543893726
17219417.6215413,54899581.2338035,72118998.8553448,2552.56543893726,372157,"strategy","rrr_pxlvd","0.9556",0.9556,72118998.8553448,2552.56543893726
17176480.4539645,46695098.5301996,63871578.9841641,5709.66884113847,372157,"strategy","rrr_rmsvr","0.4141",0.4141,63871578.9841641,5709.66884113847
17244341.5682538,59662077.2541265,76906418.8223803,754.352949346139,372157,"strategy","rrr_rmsvr","0.9688",0.9688,76906418.8223803,754.352949346139
17219417.6215413,54899581.2338035,72118998.8553448,2552.56543893726,372157,"strategy","cost_A_pxlvd_drugs","51.6",51.6,72118998.8553448,2552.56543893726
17219417.6215413,54899581.2338035,72118998.8553448,2552.56543893726,372157,"strategy","cost_A_pxlvd_drugs","262.6",262.6,72118998.8553448,2552.56543893726
17219417.6215413,54899581.2338035,72118998.8553448,2552.56543893726,372157,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,72118998.8553448,2552.56543893726
17219417.6215413,54899581.2338035,72118998.8553448,2552.56543893726,372157,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,72118998.8553448,2552.56543893726
14327456.8731977,46501440.7447521,60828897.6179498,2021.73238294648,372157,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,60828897.6179498,2021.73238294648
19872563.5747348,62604266.8635181,82476830.4382529,3039.57411544639,372157,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,82476830.4382529,3039.57411544639
