"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3375594.95981013,4289620.16901175,7665215.12882188,31821.99959488
2,3035025.31729918,669877.798958261,3704903.11625744,28410.6812383089
3,2730460.90582748,738076.056509591,3468536.96233707,25365.0562095622
4,2457548.00867321,784141.428606346,3241689.43727956,22645.9221838971
5,2212626.9331934,811980.929614591,3024607.86280799,20218.2793257833
6,225676.683102055,824819.772861296,1050496.45596335,18050.8797820594
7,204937.01264886,825479.016206275,1030416.02885513,16115.8254694226
8,185203.237720848,816412.17137745,1001615.4090983,14388.2089791005
9,166756.283433655,799726.988865448,966483.272299102,12845.7929765409
10,149723.625300473,777312.804936894,927036.430237368,11468.7239694557
11,134144.429914984,750642.125882118,884786.555797103,10239.2767599301
12,119995.413406088,720789.436777361,840784.850183449,9141.62629126557
13,107210.702359414,688733.402944667,795944.105304081,8161.64395284191
14,95703.2503454962,655272.019899747,750975.270245243,7286.71572109725
15,85374.556102799,621105.451007179,706480.007109978,6505.57979579563
16,76120.7504144792,586778.981052317,662899.731466796,5808.18164168634
17,67841.128024648,552718.209021805,620559.337046453,5185.54456969756
18,60444.349104599,519297.345891234,579741.694995833,4629.65419182598
19,53844.8211165442,486781.337777319,540626.158893863,4133.35526246224
20,47962.5159289866,455317.267073023,503279.783002009,3690.25957832629
21,42721.6954833667,425093.427790949,467815.123274316,3294.66375152971
22,38055.6116740527,396202.048442664,434257.660116717,2941.47579736572
23,33902.6533203007,368689.0154272,402591.6687475,2626.14959188812
24,30205.8512096971,342586.598807225,372792.450016922,2344.62635563771
25,26914.7067834693,317909.857105511,344824.563888981,2093.28241031335
26,23985.7659725423,294651.11579862,318636.881771163,1868.88253592776
27,21378.1465299245,272784.048482172,294162.195012097,1668.5383280763
28,19056.2962208803,252278.582807161,271334.879028042,1489.67101930652
