"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,11369199.5010484,12696752.0261355,24065951.5271839,107339.00142512
2,10170755.2584796,991389.738187713,11162144.9966673,95832.2604723471
3,9114569.23462269,1348653.40754224,10463222.6421649,85559.0421497115
4,8179145.99170626,1621819.3750528,9800965.36675906,76387.1128312625
5,7347404.52814091,1824191.0395766,9171595.56771752,68198.4143357511
6,645631.146022443,1967191.84434489,2612822.99036733,60887.5443189586
7,612320.407513482,2060947.19813089,2673267.60564438,54360.3995679663
8,571492.09465949,2114185.31964481,2685677.4143043,48532.9647342803
9,527357.526990773,2134192.33443487,2661549.86142564,43330.2309147654
10,482634.42183971,2127077.06878114,2609711.49062085,38685.2301607026
11,439018.241769812,2098348.15919247,2537366.40096228,34538.1734874753
12,397532.507981707,2052607.61372554,2450140.12170725,30835.6812896179
13,358734.097457468,1993635.79901467,2352369.89647214,27530.0962553709
14,322876.003703858,1924774.29480767,2247650.29851153,24578.8699367951
15,290024.178245952,1848694.68108284,2138718.85932879,21944.0150795707
16,260121.306269241,1767537.16117149,2027658.46744073,19591.6166630407
17,233026.845684953,1683203.9805483,1916230.82623325,17491.3953567627
18,208564.441652651,1597324.63003423,1805889.07168688,15616.3177745178
19,186543.187182654,1511184.39060842,1697727.57779107,13942.2485090895
20,166760.3117008,1425710.01247363,1592470.32417443,12447.6394689151
21,149015.550973581,1341676.65228647,1490692.20326005,11113.2525178474
22,133119.275254635,1259639.05081472,1392758.32606936,9921.91184793415
23,118889.977739349,1180141.67458717,1299031.65232652,8858.28289783561
24,106161.330542846,1103601.1322246,1209762.46276745,7908.67497118763
25,94781.0894521097,1030252.08047576,1125033.16992786,7060.86501427632
26,84611.4945261215,960235.647759561,1044847.14228568,6303.9402847459
27,75526.8525473273,893660.549199378,969187.401746705,5628.15788622114
28,67416.1616542881,830570.460974416,897986.622628704,5024.81936081823
