"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2516409.35237644,3332811.05134564,5849220.40372208,23709.99986472
2,2266488.09358111,596975.632008719,2863463.72558983,21168.287879222
3,2041792.75227298,638095.258598613,2679888.0108716,18899.0474185694
4,1839598.56576966,663083.378360627,2502681.94413029,16873.0695352988
5,1657528.36460043,674953.131467159,2332481.49606759,15064.2764811147
6,177010.709203508,675603.599313105,852614.308516613,13449.3860423392
7,158647.823129432,667923.454011865,826571.277141297,12007.6118586005
8,141860.747861377,653881.212385511,795741.960246888,10720.3958673585
9,126622.172810986,635040.90788426,761663.080695246,9571.16943037768
10,112870.434423246,612567.679036638,725438.113459883,8545.14006744119
11,100513.020708248,587579.73166456,688092.752372808,7629.1010522115
12,89468.2574879835,560859.537183176,650327.79467116,6811.26141941442
13,79612.8087211609,533150.730335752,612763.539056913,6081.0941952532
14,70833.7989333775,504951.558462111,575785.357395489,5429.20089752206
15,63020.4316626058,476784.25946815,539804.691130756,4847.19056130769
16,56076.5884693617,448960.438575447,505037.027044809,4327.57173313551
17,49906.6286814313,421700.996778247,471607.625459678,3863.65604334338
18,44426.3031510581,395212.981042371,439639.28419343,3449.47211549697
19,39557.1502042277,369632.261895536,409189.412099764,3079.68870471569
20,35231.0160218386,345066.356549927,380297.372571766,2749.54607557017
21,31384.2483475586,321606.0972942,352990.345641758,2454.79473626905
22,27963.2058179365,299298.464948036,327261.670765973,2191.64074054101
23,24920.6930060966,278152.441765287,303073.134771384,1956.69685315501
24,22213.6527166413,258156.631205093,280370.283921735,1746.93895049679
25,19804.083158298,239295.266719582,259099.349877879,1559.66709500354
26,17658.1369962078,221546.18937711,239204.326373318,1392.47078241916
27,15745.6817261674,204896.531597838,220642.213324006,1243.19791454383
28,14040.8190990325,189313.638126851,203354.457225883,1109.92709810473
