"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1066305.1624548,12766705.8856061,13833011.0480609,510.999225750006
2,3625726.83855531,6064857.09871139,9690583.9372667,7431.91844347708
3,5386159.29066408,8475664.21411918,13861823.5047833,12132.8438076372
4,6405142.09527112,10165516.4683738,16570658.5636449,15121.1569992694
5,5484089.60302193,11287688.788719,16771778.3917409,16838.6154949569
6,4722492.91794516,11943925.5667797,16666418.4847248,17580.2051165234
7,4093904.11281102,12249576.7999011,16343480.9127122,17643.2829355333
8,3543861.49385024,12271657.9051237,15815519.3989739,17199.3503524506
9,3065925.82256255,12090217.0685078,15156142.8910703,16434.8865508809
10,2650908.10300626,11758675.8561901,14409583.9591964,15465.6228173853
11,2288190.42006958,11310830.5824968,13599021.0025664,14361.6367989595
12,1972500.3834174,10781648.1977908,12754148.5812082,13191.7057517386
13,1699663.60679131,10206784.6176237,11906448.224415,12020.7552079025
14,1463629.64682066,9607294.36580229,11070924.0126229,10880.3407440821
15,1258862.43059716,8996085.05618049,10254947.4867776,9785.8447628716
16,1081922.93945591,8388616.55555501,9470539.49501092,8758.21259498758
17,928949.542518131,7791688.8714543,8720638.41397243,7800.12686289202
18,796883.814445321,7212451.60015067,8009335.41459599,6916.58159150007
19,683248.732140089,6658059.10501952,7341307.83715961,6112.90497667455
20,585456.727373914,6131595.01526177,6717051.74263568,5386.68729625633
21,501322.724161578,5634802.44255865,6136125.16672023,4734.15722497983
22,428998.760682095,5168502.3161291,5597501.0768112,4150.69388482347
23,366893.519857574,4732808.90553848,5099702.42539605,3631.20746041793
24,313617.505424166,4327303.46178859,4640920.96721276,3170.41773519792
25,267945.597796041,3951173.51656422,4219119.11436026,2763.05380757338
26,228816.966074774,3603324.07293801,3832141.03901278,2403.99336052211
27,195314.145285379,3282465.83602157,3477779.98130695,2088.35594950489
28,166644.555413215,2987184.73180047,3153829.28721369,1811.56165324364
