"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1177674.01389597,2085345.50681692,3263019.52071289,11047.99987725
2,1076130.50142752,658676.032709843,1734806.53413737,9863.6542904088
3,980082.653199419,639705.519707009,1619788.17290643,8806.27055047698
4,890337.108551724,616681.3983472,1507018.50689892,7862.23834746584
5,807226.090314133,590903.523047519,1398129.61336165,7019.40639661751
6,117331.510944441,563309.259470765,680640.770415206,6266.92603090011
7,97933.259850052,534702.45088485,632635.710734902,5595.11156038762
8,82613.643292561,505691.46207777,588305.105370331,4995.31560111407
9,70348.3223454636,476752.312690679,547100.635036142,4459.81776867464
10,60390.9232248573,448151.839091394,508542.762316252,3981.72530387272
11,52198.4884859027,420208.815465779,472407.303951681,3554.88435129756
12,45377.3274923616,393098.881352397,438476.208844759,3173.80074883846
13,39633.9280130145,366969.771680133,406603.699693148,2833.56930856298
14,34750.5474123619,341950.140119182,376700.687531544,2529.81067868503
15,30563.2150884059,318102.572532631,348665.787621037,2258.61497392999
16,26948.7745406502,295441.535913342,322390.310453992,2016.4914487247
17,23808.9416530625,274004.229255441,297813.170908503,1800.30978944888
18,21069.4977956749,253798.733337325,274868.231133,1607.30428092579
19,18670.6393990424,234816.64854745,253487.287946493,1434.9902814633
20,16563.3829867475,217021.576784588,233584.959771336,1281.14951993286
21,14707.5704802693,200378.611898947,215086.182379216,1143.8015390254
22,13070.5634115542,184840.295750589,197910.859162143,1021.17819998514
23,11623.7953345089,170360.879565098,181984.674899607,911.70092061026
24,10343.2234391715,156890.705961427,167233.929400598,813.9603534953
25,9208.05101500991,144377.27662254,153585.32763755,726.698242904831
26,8200.71699644722,132765.9040461,140966.621042547,648.791226714236
27,7305.86528505144,122007.698489753,129313.563774804,579.236374893077
28,6510.49422549485,112052.020347277,118562.514572772,517.138278361851
