"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,733462.53204717,1699401.21970943,2432863.7517566,6844.00004379
2,681969.94870792,699102.310906468,1381072.25961439,6110.32323909571
3,629077.941418609,657797.836218586,1286875.7776372,5455.29658786465
4,576874.705663314,616433.924822274,1193308.63048559,4870.48879364556
5,526665.646853867,575878.729933923,1102544.37678779,4348.37239496676
6,99210.2632589574,536644.861089833,635855.12434879,3882.22687422632
7,78820.075770766,499073.259633428,577893.335404194,3466.05215330926
8,63521.4237921584,463337.883201242,526859.3069934,3094.49136247451
9,51910.6054672209,429558.968420676,481469.573887897,2762.76188841724
10,42985.7510181604,397760.682048045,440746.433066206,2466.59381397891
11,36030.4082100627,367937.664603648,403968.07281371,2202.17495712037
12,30531.9236234388,339991.60860292,370523.532226359,1966.10180171707
13,26119.4929369339,313867.30292675,339986.795863684,1755.32276988762
14,22527.4371595368,289489.551924833,312016.98908437,1567.14063523825
15,19561.7186307009,266788.02579151,286349.744422211,1399.13286191358
16,17081.4619539558,245670.749115315,262752.211069271,1249.13662581972
17,14982.1999422786,226051.06767887,241033.267621148,1115.22097181694
18,13188.3522785175,207853.973204266,221042.325482784,995.661955844228
19,11642.6176599278,190997.656228201,202640.273888129,888.920451971448
20,10301.6772218301,175402.40069197,185704.0779138,793.62233868133
21,9131.65631580339,160986.646899481,170118.303215284,708.540809312209
22,8106.19085984839,147670.985806813,155777.176666661,632.580578937539
23,7204.07962932777,135379.966601162,142584.046230489,564.763784371703
24,6407.86068917158,124046.098842627,130453.959531798,504.217395787836
25,5703.37127361382,113604.654348214,119308.025621828,450.161977892939
26,5078.81996996633,103994.662007898,109073.481977865,401.901655978867
27,4524.39994201067,95155.2428651534,99679.642807164,358.815157678578
28,4031.78219534221,87032.3833537058,91064.165549048,320.347815104978
