"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2668.994023973,74579.1090486376,77248.1030726106,0
2,2676.09334002428,38314.5657559103,40990.6590959345,0
3,2690.52385472551,38726.2857561459,41416.8096108715,0
4,2682.38652645079,36798.3026272821,39480.6891537329,0
5,2644.49287024579,33943.4655757624,36587.9584460082,0
6,2574.36485881372,30586.1980690604,33160.5629278741,0
7,2288.83768228643,27301.1747895871,29590.0124718736,0
8,1976.85404482135,24301.2449787968,26278.0990236181,0
9,1675.81406449105,21540.7891870072,23216.6032514983,0
10,1402.14133045079,18953.645433841,20355.7867642918,0
11,1162.28029157941,16683.045201638,17845.3254932175,0
12,958.176116404441,14703.8174194156,15661.9935358201,0
13,786.467561596833,12958.2054141736,13744.6729757704,0
14,643.385465781259,11463.2987699157,12106.684235697,0
15,525.136966187624,10158.3377293471,10683.4746955348,0
16,428.378759839205,8994.49779573048,9422.87655556968,0
17,349.36224120453,7974.07178748231,8323.43402868684,0
18,285.103685231344,7092.96071981688,7378.06440504823,0
19,233.175448057501,6329.69737370529,6562.87282176279,0
20,190.927948522518,5652.10845558468,5843.0364041072,0
21,156.512185862971,5049.86208206042,5206.37426792339,0
22,128.470048083661,4506.56424712405,4635.03429520771,0
23,105.656526602984,4026.94630297396,4132.60282957695,0
24,87.0385746981718,3605.60118832767,3692.63976302584,0
25,71.7375846521667,3231.11020882015,3302.84779347232,0
26,59.1555020929379,2896.05463149439,2955.21013358732,0
27,48.8193426446786,2597.24351334874,2646.06285599342,0
28,40.386070998124,2330.2961308659,2370.68220186402,0
