"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,5593.69995628923,229559.01494149,235152.714897779,0
2,6240.06244617123,126362.468070066,132602.530516237,0
3,6779.72149027336,125414.750582875,132194.472073149,0
4,7188.6922893481,121362.99104451,128551.683333858,0
5,7457.10955138587,115065.206373363,122522.315924749,0
6,7585.20704477023,107152.033243015,114737.240287785,0
7,6805.53590034334,98270.9482946999,105076.484195043,0
8,5999.41311609585,89001.6512652659,95001.0643813618,0
9,5206.74245224246,79822.4762766606,85029.218728903,0
10,4455.9326528048,71211.3846528603,75667.3173056651,0
11,3765.86798220055,63304.7776507188,67070.6456329194,0
12,3146.58943159701,56039.0699156204,59185.6593472174,0
13,2603.01344976063,49474.4298548165,52077.4433045771,0
14,2134.67951851403,43592.3004361878,45726.9799547019,0
15,1738.02548330187,38401.0736180809,40139.0991013828,0
16,1405.77697160331,33846.2920013782,35252.0689729815,0
17,1130.11645338231,29863.7624057494,30993.8788591317,0
18,904.431349451966,26408.0314354025,27312.4627848545,0
19,721.632153138483,23405.7756099062,24127.4077630447,0
20,574.787529492786,20773.2461354228,21348.0336649156,0
21,457.770272450504,18481.9509355192,18939.7212079697,0
22,364.992669947299,16474.2240445929,16839.2167145402,0
23,291.669610354677,14705.981266399,14997.6508767537,0
24,233.687203167596,13144.4878664806,13378.1750696482,0
25,187.774203796399,11762.8367059872,11950.6109097836,0
26,151.463360607635,10537.0524164859,10688.5157770936,0
27,122.593217167303,9446.45837988652,9569.05159705383,0
28,99.5666751214979,8475.14736457312,8574.71403969462,0
