"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2055059.82206162,2417647.52312952,4472707.34519113,19390.99992753
2,1842005.05339138,266111.430666026,2108116.48405741,17312.2847352988
3,1653102.87690152,318895.00884479,1971997.88574631,15456.4078116748
4,1484928.21407553,355700.892586494,1840629.10666203,13799.4808942632
5,1334705.82589395,379466.148742166,1714171.97463611,12320.1765423982
6,123523.345929781,393201.441238721,516724.787168502,10999.4536170531
7,114412.576177534,398598.354664136,513010.93084167,9820.31218930502
8,104710.152527646,397279.309256967,501989.461784613,8767.57472261153
9,94984.896694201,391276.817112678,486261.713806879,7827.69071234757
10,85637.3099817857,382126.28514817,467763.595129956,6988.56226798391
11,76893.7776934651,370485.852809906,447379.630503371,6239.38839285604
12,68845.3820955615,357032.863674451,425878.245770012,5570.52595714187
13,61534.2071207209,342247.415941203,403781.623061924,4973.36557453626
14,54952.1425351996,326558.522735977,381510.665271177,4440.22078494597
15,49047.0500157523,310288.975844695,359336.025860447,3964.22911679977
16,43753.6864737336,293868.045029808,337621.731503541,3539.26375547883
17,39021.4157946546,277500.822584771,316522.238379426,3159.8546808915
18,34794.1798488839,261309.740734312,296103.920583195,2821.11825909993
19,31021.4881041403,245463.179959221,276484.668063361,2518.69438172442
20,27657.5672685612,230075.910659913,257733.477928475,2248.69034400356
21,24660.9385552494,215203.108064808,239864.046620057,2007.63073912638
22,21988.6114634777,200922.628666806,222911.240130283,1792.41272389203
23,19605.4664052135,187262.648327611,206868.114732825,1600.26607989081
24,17481.0735701024,174276.902930905,191757.976501008,1428.71755612651
25,15587.7989672469,161966.520732268,177554.319699515,1275.55903410975
26,13900.2284157593,150327.573252135,164227.801667894,1138.81910565318
27,12396.4932904173,139354.200150925,151750.693441342,1016.73769752716
28,11056.3367742273,129043.2775029,140099.614277128,907.743416352252
