"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,409918.463247813,1254733.52071588,1664651.98396369,3796.99998624
2,390077.963210948,610232.480665701,1000310.44387665,3389.96158771507
3,365765.991251879,564184.652167519,929950.643419398,3026.55770551202
4,339362.992147653,520068.619158585,859431.611306238,2702.11071948113
5,312443.619475734,478444.960894141,790888.580369876,2412.44445035275
6,75194.6134686636,439531.011066528,514725.624535192,2153.83040527494
7,57441.4308498729,403396.306934284,460837.737784157,1922.93978582946
8,44495.6070463856,369973.657059271,414469.264105657,1716.80064078855
9,34987.9916729956,339167.675889871,374155.667562867,1532.75961209601
10,27942.9943561721,310820.874242449,338763.868598621,1368.44778167932
11,22665.8073713717,284772.885133917,307438.692505288,1221.7501794833
12,18662.7899390998,260813.888333191,279476.67827229,1090.77856024269
13,15580.8891908966,238788.219413064,254369.108603961,973.838018894425
14,13170.5752896049,218544.950164968,231715.525454573,869.43447699707
15,11253.1806372011,199950.955902817,211204.136540018,776.223863850933
16,9702.05833874805,182871.387071575,192573.445410323,693.006204323437
17,8426.17560901231,167186.227690571,175612.403299583,618.710170604863
18,7361.7378452729,152792.356803225,160154.094648498,552.379290144478
19,6462.21919087759,139589.741835663,146051.961026541,493.159632210706
20,5693.87668072138,127486.13541634,133180.012097062,440.288814554555
21,5031.48380011907,116393.58961457,121425.073414689,393.086188650229
22,4456.25826312105,106230.213662867,110686.471925988,350.944077159648
23,3953.73723033197,96920.6282627359,100874.365493068,313.319950813705
24,3512.47659806576,88397.8828276352,91910.3594257009,279.729443996984
25,3123.52119795543,80599.6796333603,83723.2008313158,249.740119119918
26,2779.64341311361,73468.6251653526,76248.2685784662,222.965899502175
27,2474.99183569214,66949.6322312167,69424.6240669089,199.062099097274
28,2204.70263571949,60993.8870922938,63198.5897280133,177.720985072098
