"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3028.58896971411,78980.4202101958,82009.0091799099,0
2,2990.30111329058,40072.407598183,43062.7087114736,0
3,2996.9133926755,42432.2482964829,45429.1616891584,0
4,2995.42283372892,41538.5624625007,44533.9852962296,0
5,2962.33817743868,38699.9959468987,41662.3341243374,0
6,2894.62283916893,35157.2327225596,38051.8555617286,0
7,2603.43940697762,31061.2035214504,33664.6429284281,0
8,2261.31994047691,26886.2527858617,29147.5727263386,0
9,1910.39312949044,23286.9498502694,25197.3429797598,0
10,1584.7263034857,20376.1200264419,21960.8463299276,0
11,1298.65020643669,17887.3759554587,19186.0261618954,0
12,1055.44426991167,15775.0378761012,16830.4821460128,0
13,855.641504522407,13937.8183708302,14793.4598753526,0
14,695.793179855509,12335.6994766979,13031.4926565534,0
15,567.662220556684,10921.4115858568,11489.0738064134,0
16,464.160879594603,9712.58719786615,10176.7480774607,0
17,380.42448502741,8655.06508006659,9035.489565094,0
18,312.205816684365,7715.60952079131,8027.81533747568,0
19,256.652660891675,6887.88090397438,7144.53356486605,0
20,211.374892733271,6155.8033294939,6367.17822222717,0
21,174.464959421586,5502.16407244929,5676.62903187088,0
22,144.141044216101,4922.58383493666,5066.72487915277,0
23,119.127303982316,4404.75888696399,4523.88619094631,0
24,98.5735953932415,3946.72465933098,4045.29825472423,0
25,81.6301843666506,3537.80584921798,3619.43603358463,0
26,67.6359681087294,3172.28707036605,3239.92303847478,0
27,56.0920363887484,2845.37702435715,2901.4690607459,0
28,46.5629823952427,2553.79942301179,2600.36240540703,0
