"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1292714.11108615,2018931.09214833,3311645.20323448,12152.00004816
2,1173321.1030585,527713.02178619,1701034.12484469,10849.3056429972
3,1063184.91016514,526012.378669934,1589197.28883507,9686.26007806794
4,962126.813268211,518134.70020842,1480261.51347663,8647.89299769906
5,869776.602063583,505560.97363626,1375337.57569984,7720.83886834572
6,110914.819190363,489425.588899664,600340.408090028,6893.16494165906
7,95140.0431171752,470735.588851731,565875.631968907,6154.21765991321
8,82141.4635190216,450293.36040553,532434.823924552,5494.48552677051
9,71311.385001684,428756.410271476,500067.79527316,4905.47667830071
10,62193.1196838221,406536.651388865,468729.771072687,4379.60957838688
11,54443.7587573813,384103.669669876,438547.428427257,3910.1154315838
12,47807.7469575185,361750.390667233,409558.137624752,3490.95105731802
13,42085.5481047188,339730.953806595,381816.501911314,3116.72110397353
14,37123.1867620341,318270.935147028,355394.121909062,2782.60860162757
15,32799.3587946282,297509.400284004,330308.759078633,2484.31295953309
16,29019.2775298405,277521.040114617,306540.317644458,2217.99461027114
17,25702.3822144831,258404.892246817,284107.2744613,1980.20728645282
18,22786.1602407924,240219.135678618,263005.29591941,1767.91272583006
19,20217.720289078,222998.14988118,243215.870170258,1578.3778938369
20,17951.7967750498,206738.185658191,224689.982433241,1409.16275976424
21,15949.9905082341,191434.546927545,207384.53743578,1258.08888432871
22,14180.3605776376,177064.224671527,191244.585249164,1123.21137491333
23,12613.9728084268,163603.907238086,176217.880046513,1002.79384743778
24,11226.0564163884,151023.087117715,162249.143534103,895.286072522786
25,9994.81691642501,139285.562625194,149280.379541619,799.3040181701
26,8901.70844845058,128350.406174146,137252.114622596,713.612032031926
27,7930.34364994018,118181.993566306,126112.337216246,637.10693388803
28,7066.8195144871,108740.696073254,115807.515587741,568.803813540586
