"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3603.94098945188,196931.174719415,200535.115708867,0
2,4407.21446449598,109996.27843368,114403.492898176,0
3,5003.32393485655,103868.099618636,108871.423553492,0
4,5407.81499124164,96356.1351413991,101763.950132641,0
5,5640.13846042729,87984.1000822506,93624.2385426779,0
6,5722.24990637764,79173.0613476474,84895.311254025,0
7,4925.3085313416,70434.3653942296,75359.6739255712,0
8,4174.05151902923,62104.7088045685,66278.7603235978,0
9,3486.44939074789,54443.9549232629,57930.4043140108,0
10,2870.2648688801,47422.5782020508,50292.8430709309,0
11,2331.63792206688,41236.4027504459,43568.0406725128,0
12,1871.00664097916,35810.5049912114,37681.5116321905,0
13,1484.97013717284,31123.803547722,32608.7736848949,0
14,1167.70407993812,27132.3496963661,28300.0537763042,0
15,910.995247269819,23733.6642129948,24644.6594602646,0
16,706.840904274263,20821.034717171,21527.8756214452,0
17,546.460993543229,18340.5846058615,18887.0455994047,0
18,422.131029581786,16219.0447977345,16641.1758273163,0
19,326.710327874569,14396.973961088,14723.6842889626,0
20,253.747189989221,12815.6081250485,13069.3553150377,0
21,198.104881860076,11435.8634644577,11633.9683463178,0
22,155.764328903932,10222.6520249836,10378.4163538875,0
23,123.412017719412,9151.59579894047,9275.00781665988,0
24,98.5303347216452,8201.99956896134,8300.52990368299,0
25,79.2046842842334,7357.10607123305,7436.31075551728,0
26,64.0612677864303,6602.93205649877,6666.9933242852,0
27,52.0869448910206,5929.29418976023,5981.38113465125,0
28,42.5485049697338,5326.56554253879,5369.11404750852,0
