"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3680926.3785721,4420245.55694295,8101171.93551505,34723.99973448
2,3301999.54034787,544660.966176998,3846660.50652487,31001.5869629438
3,2965425.15063443,637894.657961432,3603319.80859586,27678.2168405162
4,2665442.13689674,705161.576922556,3370603.71381929,24711.1119952129
5,2397341.08214846,750702.831757057,3148043.91390551,22062.080789326
6,229188.266651287,777624.112255752,1006812.37890704,19697.0257287103
7,211817.906972331,789853.398097829,1001671.30507016,17585.5045705925
8,193897.408512655,790351.009030674,984248.417543329,15700.338480625
9,176230.130179193,781582.682466019,957812.812645211,14017.262195502
10,159318.616917272,765485.642759232,924804.259676505,12514.6116881442
11,143449.671375573,743860.763332574,887310.434708147,11173.0453151751
12,128790.716258037,718056.482532021,846847.198790058,9975.29485738838
13,115379.489684036,689313.924866993,804693.414551029,8905.94324867634
14,103201.590112707,658533.827423568,761735.417536275,7951.22613241824
15,92201.7194233572,626599.971562677,718801.690986034,7098.854691023
16,82311.708523362,594106.841668509,676418.550191871,6337.85746814534
17,73444.1182871336,561505.604501529,634949.722788663,5658.43914756016
18,65511.3642031262,529201.419138237,594712.783341363,5051.85447094171
19,58424.0702056831,497488.964578254,555913.034783937,4510.29567165676
20,52099.4683649508,466607.862090851,518707.330455802,4026.79197565515
21,46456.7961271036,436760.24618502,483217.042312123,3595.11987586492
22,41425.2984052817,408080.023325404,449505.321730685,3209.7230251722
23,36940.9827546272,380641.777029442,417582.759784069,2865.64071687374
24,32944.464275983,354484.07945164,387428.543727623,2558.44403202488
25,29382.4776939281,329630.900712418,359013.378406346,2284.17883179181
26,26207.0437928357,306090.63894672,332297.682739555,2039.31486102373
27,23375.0804626764,283876.915355524,307251.995818201,1820.70030792198
28,20849.1274931504,262973.527537898,283822.655031048,1625.52123491275
