"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,125002.749986834,762731.086760589,887733.836747424,1123.00000944
2,130093.564775786,459771.831212397,589865.395988183,1002.61440842803
3,129226.313244391,417201.597404249,546427.91064864,895.134143844547
4,124639.297546281,377778.168065735,502417.465612015,799.175763624412
5,117869.213911527,341704.945133222,459574.159044749,713.504121763875
6,47596.1701764791,308897.476041878,356493.646218358,637.016479910787
7,34282.3362021579,279225.755548995,313508.091751153,568.728313264351
8,24878.2045774258,252468.784490031,277346.989067457,507.760638082413
9,18237.5829054054,228373.510082221,246611.092987626,453.328697679978
10,13539.6952489458,206639.875874239,220179.571123185,404.731861288684
11,10204.4037656287,187044.995350464,197249.399116093,361.344605758537
12,7824.64348189134,169357.543025683,177182.186507575,322.608464021222
13,6112.47412783788,153377.293976889,159489.768104727,288.024836678147
14,4866.72516687539,138932.692504215,143799.41767109,257.14857418625
15,3947.14140333878,125864.636609,129811.778012339,229.582247033484
16,3257.43410495117,114029.430670098,117286.864775049,204.971030151494
17,2729.79365067558,103307.541335473,106037.334986148,182.995634184543
18,2318.13440233549,93593.1835321774,95911.3179345129,163.3762688603
19,1990.41065127736,84790.5874106709,86780.9980619483,145.860338940084
20,1724.2889721821,76811.7823693577,78536.0713415398,130.222330477556
21,1504.27672360802,69579.3132933742,71083.5900169822,116.260907373675
22,1319.64386708531,63022.6520064625,64342.2958735478,103.796319216387
23,1162.58901457297,57078.9622229302,58241.5512375032,92.6680870315443
24,1027.52260556088,51691.2893637698,52718.8119693307,82.7329371495685
25,910.311498052552,46807.8870420482,47718.1985401008,73.8629565868184
26,807.909767465949,42381.6304958563,43189.5402633223,65.9439461925916
27,717.960744163911,38370.4729600385,39088.4337042024,58.873950358866
28,638.661650833858,34735.9406172573,35374.6022680912,52.5619443630994
