"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3974.838383618,7309.150481547,11283.988865165,37.263923
2,3255.58094769191,4989.57507503738,8245.1560227293,29.8111384
3,2714.45611270702,6047.03219671893,8761.48830942595,23.84891072
4,2301.64552392286,6610.63754801315,8912.28307193601,19.079128576
5,1980.54573098233,6790.4000665382,8770.94579752053,15.2633028608
6,529.484822335773,6684.36672580716,7213.85154814294,12.21064228864
7,531.825853638413,6383.18263133162,6915.00848497004,9.768513830912
8,501.120548421542,5959.41890221161,6460.53945063315,7.8148110647296
9,451.103571415207,5477.53393716155,5928.63750857675,6.25184885178368
10,392.074225685019,4980.09822746736,5372.17245315237,5.00147908142695
11,331.375469325641,4498.62190194317,4829.99737126881,4.00118326514156
12,273.780934665598,4041.49439936664,4315.27533403223,3.20094661211325
13,222.023623475499,3621.18772248783,3843.21134596333,2.56065945925534
14,177.423978289245,3239.92998859981,3417.35396688905,2.04844930604605
15,140.157304779498,2898.85162766306,3039.00893244255,1.63869683814217
16,109.755552266397,2594.05084678285,2703.80639904925,1.31090738707144
17,85.344636197449,2322.30243766792,2407.64707386537,1.04868584443402
18,66.0840202551193,2080.91642803684,2147.00044829196,0.838916624593216
19,51.0500757015497,1866.25037545928,1917.30045116083,0.671107659890948
20,39.4215869760681,1675.1407386464,1714.56232562247,0.536865616869486
21,30.4606589998569,1504.51682498494,1534.97748398479,0.42947608528785
22,23.5794028957513,1351.80933998559,1375.38874288134,0.343567742165572
23,18.3005640330156,1214.89250626949,1233.19307030251,0.274843693281863
24,14.2399114712208,1092.13106320612,1106.37097467734,0.219866554585939
25,11.1073287557459,982.011477447632,993.118806203378,0.175886523893841
26,8.68159328175365,883.212592248645,891.894185530398,0.140703843500521
27,6.79799120244278,794.466452395233,801.264443597676,0.11255877447307
28,5.3334580253796,714.770628163333,720.104086188713,0.0900435794480089
