"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1149125.77670396,2113075.40421524,3262201.1809192,10773.0001393
2,1052337.23171152,699008.527943313,1751345.75965483,9618.13452436704
3,959962.07671634,674556.418675327,1634518.49539167,8587.07050335489
4,873098.422739267,646558.825824054,1519657.24856332,7666.53654539525
5,792284.072702106,616343.909958188,1408627.98266029,6844.68382772888
6,119520.472303945,584864.29067147,704384.762975414,6110.93372139634
7,98941.6687837843,552869.29528719,651810.964070974,5455.84162646266
8,82845.136299181,520898.943960971,603744.080260152,4870.97540410586
9,70081.0645288591,489405.312583575,559486.377112434,4348.80684078571
10,59820.2057773895,458697.400849144,518517.606626534,3882.61474745348
11,51461.238284623,429018.381519877,480479.6198045,3466.39844652647
12,44566.2496052124,400458.849946659,445025.099551871,3094.80053305883
13,38810.4558585682,373136.975665227,411947.431523795,2763.01899865576
14,33955.4051850582,347116.11542935,381071.520614408,2466.80647278651
15,29820.7289822471,322444.93674878,352265.665731027,2202.34974031736
16,26270.6356978236,299121.294407942,325391.930105765,1966.24438608553
17,23199.7178398971,277133.264865738,300332.982705635,1755.45096904353
18,20528.7089075478,256471.17146103,276999.880368578,1567.255894803
19,18194.4567300673,237102.85284281,255297.309572877,1399.23648288114
20,16146.9243601695,218988.397841937,235135.322202106,1249.22977895176
21,14345.0078909337,202075.719382665,216420.727273598,1115.30471061368
22,12755.3054878577,186307.742598151,199063.048086008,995.73722823101
23,11349.8291015062,171626.192213688,182976.021315194,888.98811082724
24,10104.6728714157,157978.556985937,168083.229857353,793.683151323169
25,8999.87776722102,145311.072938846,154310.950706067,708.595466038457
26,8018.40556491035,133570.861957738,141589.267522648,632.629700722741
27,7145.79554308096,122700.942489887,129846.738032968,564.807929796751
28,6369.56188269088,112650.928904022,119020.490786713,504.257067280977
