"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3364.21103004616,95236.1401050856,98600.3511351317,0
2,3363.15768211188,47775.7512466522,51138.9089287641,0
3,3376.38288806512,48278.3772437241,51654.7601317892,0
4,3352.00892761814,45238.0149773388,48590.0239049569,0
5,3276.51155561935,40540.1442061432,43816.6557617625,0
6,3157.94585393829,35693.5534651271,38851.4993190654,0
7,2754.97629108748,30742.9143883311,33497.8906794186,0
8,2324.76934377949,26126.002733833,28450.7720776125,0
9,1912.12871285309,22398.3165871904,24310.4453000435,0
10,1550.51924920308,19513.4556063818,21063.9748555849,0
11,1248.37200510234,17107.2111585141,18355.5831636164,0
12,1001.85022508896,15091.778794372,16093.6290194609,0
13,806.232153091916,13347.9427962089,14154.1749493008,0
14,653.837075366359,11829.6621902316,12483.4992655979,0
15,533.608776495818,10488.9101289439,11022.5189054397,0
16,437.207492885086,9341.30896781876,9778.51646070384,0
17,359.398299373205,8333.54627315877,8692.94457253197,0
18,295.942186785454,7435.37354539763,7731.31573218309,0
19,244.13104122646,6642.29135520189,6886.42239642835,0
20,201.746182612919,5939.39381262691,6141.13999523983,0
21,167.044292314476,5310.80228888068,5477.84658119516,0
22,138.403647003378,4752.90700778577,4891.31065478914,0
23,114.682216265409,4254.00661616155,4368.68883242696,0
24,95.1223360190435,3812.41157985022,3907.53391586926,0
25,78.9431944949954,3417.76668814044,3496.70988263543,0
26,65.539162075002,3064.79664081851,3130.33580289351,0
27,54.45153159212,2749.00588786077,2803.45741945289,0
28,45.2748126384547,2467.27292972611,2512.54774236456,0
