"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1342755.06338969,15248197.1587485,16590952.2221382,819.000413819966
2,4352743.56955872,7263907.93982102,11616651.5093797,8956.33983035208
3,6434198.62182203,10117386.265854,16551584.8876761,14511.4936378603
4,7607009.35424547,12145011.4150488,19752020.7692943,18093.9311724069
5,6516888.94907419,13506988.8819793,20023877.8310535,20179.8342873266
6,5621144.76590232,14342701.4872919,19963846.2531942,21158.3096409756
7,4878208.0312465,14763987.1516041,19642195.1828506,21326.9199543018
8,4229586.46584058,14860579.5951516,19090166.0609922,20913.2958630763
9,3664183.35735807,14707369.1483325,18371552.5056905,20096.4451919282
10,3172340.84797398,14367254.3939749,17539595.2419489,19017.0156711072
11,2743895.81524456,13884853.6197737,16628749.4350182,17768.6212348346
12,2372035.95558667,13305219.2379861,15677255.1935728,16440.1815569169
13,2049498.98375696,12660461.4324441,14709960.4162011,15088.1942864619
14,1769703.54092188,11975826.8271419,13745530.3680638,13753.2848402576
15,1527194.45876156,11271185.3742045,12798379.8329661,12463.8161094902
16,1317163.44456657,10562002.291576,11879165.7361426,11238.752743883
17,1135428.71259326,9860146.66567298,10995575.3782662,10089.9256550214
18,978284.975995591,9174563.12867276,10152848.1046684,9023.81492771549
19,842492.32237806,8511828.84368505,9354321.16606311,8042.94692192082
20,725221.543751906,7876614.50632356,8601836.05007547,7146.98307728903
21,624005.137288087,7272065.09729791,7896070.234586,6333.56304916141
22,536693.548429913,6700113.61225722,7236807.16068713,5598.95269361911
23,461416.221826894,6161738.8800539,6623155.1018808,4938.53757489936
24,396547.03208013,5657176.79780356,6053723.82988369,4347.19467648602
25,340673.681605322,5186092.80895885,5526766.49056417,3819.56851742003
26,292570.674079923,4747722.18542578,5040292.85950571,3350.27262909463
27,251156.569791497,4340699.5619786,4591856.1317701,2933.46641000022
28,215522.215476853,3963798.02374652,4179320.23922337,2564.31447686741
