"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,492221.354430955,1445154.0875804,1937375.44201136,4565.0000571
2,466601.76595522,688918.969432288,1155520.73538751,4075.63205097888
3,436377.548376252,638796.837142629,1075174.38551888,3638.72429511394
4,404156.262819647,590651.227767285,994807.490586932,3248.65305067773
5,371654.892938813,545036.311433296,916691.204372109,2900.39744364508
6,86495.5226187388,502151.242456496,588646.765075234,2589.47483768632
7,66513.5366017191,462115.424247932,528628.960849651,2311.88313508635
8,51889.1482499262,424909.606628285,476798.754878212,2064.04926300509
9,41099.2362569362,390445.22785631,431544.464113246,1842.78318201095
10,33054.7696785856,358521.482671589,391576.252350175,1645.23682489937
11,26983.0167203858,329024.19140431,356007.208124695,1468.86743727016
12,22338.4382900215,301782.408774474,324120.847064495,1311.4048479948
13,18730.9107552244,276644.069728359,295374.980483583,1170.82224828976
14,15883.6665246546,253477.187622042,269360.854146697,1045.3101032731
15,13599.548206809,232138.852798532,245738.401005341,933.25286020222
16,11739.3177381343,212484.446029043,224223.763767178,833.208153588542
17,10200.9733046648,194401.036903173,204602.010207838,743.881062746372
18,8912.50664581641,177779.159346057,186691.665991873,664.130605454845
19,7821.0212452994,162514.405088741,170335.42633404,592.930084109699
20,6887.16436336616,148501.173984752,155388.338348118,529.362871933235
21,6081.55955686072,135645.436777706,141726.996334567,472.61061243362
22,5382.27296553607,123856.438763764,129238.7117293,421.942683983799
23,4771.79264724525,113052.253383088,117824.046030334,376.706793888294
24,4236.4376669748,103156.041377636,107392.479044611,336.320580847058
25,3765.14827214071,94095.6901967993,97860.83846894,300.264117707533
26,3349.09236200762,85803.398324419,89152.4906864266,268.073217986273
27,2980.90172918507,78218.752519149,81199.6542483341,239.333459989092
28,2654.57234105537,71284.6435120418,73939.2158530972,213.674851597012
