"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1411861.15749474,1638600.44777872,3050461.60527346,13323.99989499
2,1264852.1053872,167894.733085895,1432746.8384731,11895.6671062471
3,1134772.56116639,207942.434394321,1342714.99556071,10620.4515924574
4,1019196.33031029,237922.150773292,1257118.48108359,9481.93918174595
5,916165.759482187,259267.134590025,1175432.89407221,8465.47530146279
6,84271.7797827608,273594.953355763,357866.733138524,7557.97634914598
7,78858.4581810933,282185.992196954,361044.450378048,6747.76128451753
8,72897.6664109453,286002.366150408,358900.032561353,6024.40127481725
9,66792.4910421312,285923.320647388,352715.811689519,5378.58545815684
10,60799.8411292703,282776.645013159,343576.486142429,4802.00109704243
11,55080.4265422071,277068.531772275,332148.958314482,4287.22657943948
12,49714.2680440821,269467.689306898,319181.957350981,3827.63589012357
13,44744.9586910923,260469.572485983,305214.531177075,3417.31332270232
14,40188.2851134298,250445.800094795,290634.085208225,3050.97733450863
15,36039.9029218003,239705.775971256,275745.678893056,2723.91256424931
16,32281.4679298436,228505.656845554,260787.124775397,2431.90913736178
17,28893.1480548171,217056.110053849,245949.258108666,2171.2084778366
18,25845.5020988577,205529.021639108,231374.523737966,1938.45492901252
19,23109.0500542754,194063.293221476,217172.343275752,1730.65256062237
20,20655.2745559633,182769.847330642,203425.121886605,1545.12660612366
21,18457.2036727833,171735.944987855,190193.148660639,1379.4890339472
22,16489.7170925442,161028.905705371,177518.622797915,1231.60780950806
23,14729.6721939577,150699.308347986,165428.980541944,1099.5794523288
24,13155.9152903539,140783.741169647,153939.656460001,981.704535039149
25,11749.2219797608,131307.160553389,143056.382533149,876.465808882952
26,10492.195954397,122284.910347066,132777.106301463,782.5086741707
27,9369.01876677814,113716.486072378,123085.504839156,698.623744299601
28,8365.23245111831,105603.415563755,113968.648014873,623.731278910684
