"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,10961454.7977625,12147638.2995576,23109093.0973201,103498.00100445
2,9803238.47726606,888015.232405743,10691253.7096718,92403.015296773
3,8783295.66398221,1239034.35457723,10022330.0185594,82497.4120569589
4,7880527.97234082,1508116.96284917,9388644.93518999,73653.6894844529
5,7078209.10922265,1708564.84843256,8786773.95765521,65758.0139717196
6,616219.379024658,1850837.5961877,2467056.97521236,58708.7548739512
7,585981.170185801,1945253.42195544,2531234.59214124,52415.1763514637
8,547896.719554201,1999760.10691788,2547656.82647208,46796.2694465868
9,506196.702429343,2021989.04022143,2528185.74265077,41779.7093619127
10,463657.53967322,2018194.98475992,2481852.52443314,37300.9245183156
11,422001.997612469,1993201.81210942,2415203.80972189,33302.2654099522
12,382280.735423376,1951365.97943604,2333646.71485941,29732.2625580053
13,345060.550123278,1896743.55938303,2241804.1095063,26544.9640117871
14,310638.764802706,1832516.83103054,2143155.59583325,23699.3438697236
15,279084.898427357,1761151.81729571,2040236.71572307,21158.7742068892
16,250344.341543646,1684895.46679695,1935239.80834059,18890.5536119107
17,224302.780297098,1605468.90609794,1829771.68639504,16865.4862647139
18,200795.377154693,1524330.27089476,1725125.64804945,15057.5061371365
19,179628.472340204,1442769.01277701,1622397.48511721,13443.3414792355
20,160608.124146321,1361765.65111536,1522373.77526168,12002.2152726615
21,143546.73442445,1282079.16795367,1425625.90237812,10715.5777954321
22,128259.838152838,1204305.22842024,1332565.06657307,9566.86785576182
23,114577.452991027,1128901.90711257,1243479.3601036,8541.29962162415
24,102340.939031125,1056211.82744529,1158552.76647641,7625.67230218604
25,91401.799522643,986481.183676945,1077882.98319959,6808.2002313917
26,81625.432746604,919876.055753472,1001501.48850008,6078.36116658651
27,72890.2725363529,856496.375056408,929386.647592761,5426.76084952844
28,65086.8247778178,796387.85363436,861474.678412177,4845.01208645899
