"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,4674.7349792234,172717.034598165,177391.769577388,0
2,5065.57102049501,94550.7291225834,99616.3001430784,0
3,5426.29578565944,96261.7925162718,101688.088301931,0
4,5715.51448960553,94651.2952349936,100366.809724599,0
5,5911.57232466785,90597.135065307,96508.7073899749,0
6,5993.05735250877,84006.80334594,89999.8606984488,0
7,5421.53329983976,76686.6476983609,82108.1809982007,0
8,4798.91502311359,69096.4647205181,73895.3797436317,0
9,4165.66924158239,61717.1746073544,65882.8438489367,0
10,3552.16866415533,54687.1945975729,58239.3632617283,0
11,2981.63073121632,48287.3186726906,51268.9494039069,0
12,2473.36103000603,42496.5497143684,44969.9107443744,0
13,2031.46454537314,37401.5163657274,39432.9809111005,0
14,1654.95308586942,32909.134160071,34564.0872459404,0
15,1340.14218888474,29040.7807386362,30380.922927521,0
16,1081.20129766865,25683.3146870336,26764.5159847022,0
17,870.170590387419,22753.6984063282,23623.8689967156,0
18,700.023910494029,20200.6146579858,20900.6385684798,0
19,563.368046555644,17963.7848523859,18527.1528989415,0
20,454.208386244225,16000.938602452,16455.1469886963,0
21,366.899658082136,14279.4983331917,14646.3979912738,0
22,297.077832893615,12764.3151907229,13061.3930236165,0
23,241.221677973653,11422.9887053284,11664.210383302,0
24,196.389870862607,10229.3856294814,10425.775500344,0
25,160.306213356509,9164.6452654182,9324.95147877471,0
26,131.150892336471,8213.38489095933,8344.5357832958,0
27,107.503760395435,7365.81029004113,7473.31405043657,0
28,88.2433290804055,6609.32416337068,6697.56749245109,0
