"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1002921.34934312,12147638.2995576,13150559.6489007,451.000052100015
2,3446373.0880269,5767639.39527699,9214012.48330389,7058.62477081538
3,5133265.16748111,8076558.34409268,13209823.5115738,11562.7975580674
4,6128192.3710912,9708552.9146344,15836745.2857256,14452.5618524818
5,5249050.5433017,10802540.3536776,16051590.8969793,16133.3463035488
6,4523859.71544515,11461561.9034227,15985421.6188679,16899.3772113416
7,3924016.95469113,11785335.2015249,15709352.1562161,17012.2157331249
8,3399957.89214951,11842631.8186029,15242589.7107524,16647.0470385347
9,2943951.20247459,11701735.6078109,14645686.8102855,15964.9193867498
10,2547486.99317128,11412717.2205032,13960204.2136745,15076.3905758718
11,2201839.41623981,11011595.837234,13213435.2534738,14056.7659677509
12,1901247.39017366,10531121.8712917,12432369.2614653,12970.2563601325
13,1640864.08152577,10001316.1883139,11642180.2698397,11871.2338470791
14,1415287.87119754,9442556.20789711,10857844.0790946,10791.5930875052
15,1219662.93679265,8869104.43744174,10088767.3742344,9750.40665088696
16,1050407.88252468,8294761.75079091,9345169.63331559,8765.77926305439
17,903978.310864995,7727639.0747132,8631617.3855782,7843.95918961487
18,777425.493002362,7174871.95764159,7952297.45064395,6990.20833198877
19,668267.549103813,6642695.92314608,7310963.4722499,6208.43225020839
20,574133.313050114,6134569.7110471,6708703.02409721,5497.5285492753
21,492989.077377295,5652680.0707398,6145669.14811709,4854.89226403691
22,423089.586770417,5198272.10078531,5621361.68755573,4276.92711379476
23,362924.299310487,4771857.26801273,5134781.56732322,3759.43124058739
24,311176.868207034,4373382.69169859,4684559.55990563,3297.88457353061
25,266694.55429786,4002368.3914672,4269062.94576506,2887.65947809802
26,228477.860620534,3658018.08252977,3886495.9431503,2524.17192750036
27,195661.029938918,3339308.16851683,3534969.19845575,2202.98687366011
28,167494.855597047,3045058.80122999,3212553.65682704,1919.88863474516
