"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,4963378.37853173,5949424.00551715,10912802.3840489,46823.00007238
2,4452109.00484116,726327.222234436,5178436.2270756,41803.5744646209
3,3998062.42175722,852296.599524954,4850359.02128217,37322.2312820135
4,3593430.67519456,943488.130827698,4536918.80602225,33321.2880885817
5,3231854.97778039,1005661.6256737,4237516.6034541,29749.2460054857
6,308252.847438393,1043699.59155352,1351952.43899192,26560.1268336976
7,285114.009391257,1061905.76994031,1347019.77933156,23712.8812371253
8,261198.366344248,1064049.90885596,1325248.27520021,21170.8603685054
9,237597.505938796,1053394.52375606,1290992.02969485,18901.3441370016
10,214979.839084608,1032872.04316154,1247851.88224615,16875.1200455151
11,193738.807924341,1004799.41435998,1198538.22228432,15066.1071766359
12,174074.347560038,970897.850912907,1144972.19847295,13451.0204873005
13,156052.904402412,932729.096702008,1088782.00110442,12009.0710910619
14,139660.000932457,891575.512248199,1031235.51318066,10721.6986701
15,124829.482687395,848563.451433786,973392.934121181,9572.33257266532
16,111463.061920337,804581.106403655,916044.168323992,8546.1785208756
17,99449.9803352078,760331.200333971,859781.180669179,7630.02818343774
18,88681.385771991,716432.562749092,805113.948521083,6812.08916217321
19,79048.8415974264,673335.80504758,752384.646645006,6081.83320398824
20,70446.5339839573,631311.286169871,701757.820153828,5429.8606845207
21,62771.1549807569,590684.685204645,653455.840185402,4847.77961914008
22,55930.0171779957,551634.916966888,607564.934144883,4328.09764396827
23,49836.1976746987,514268.115023004,564104.312697703,3864.12557653487
24,44408.3832028129,478666.45560392,523074.838806733,3449.89131473033
25,39573.9587721248,444883.260426275,484457.2191984,3080.06296579124
26,35270.1267748318,412935.190341761,448205.317116592,2749.88021585842
27,31437.4868833062,382808.593263253,414246.080146559,2455.0930567184
28,28024.2353485169,354481.82223575,382506.057584267,2191.90708103818
