"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1435436.68140758,16388148.8873138,17823585.5687214,856.998090900015
2,4675654.01282857,7804680.57721798,12480334.5900465,9616.97236276949
3,6915289.17667088,10874644.803688,17789933.9803589,15594.6062175207
4,8181258.38237228,13053514.2334259,21234772.6157982,19444.7128042153
5,7005687.20209885,14510157.1438797,21515844.3459785,21673.0531426024
6,6041420.7873759,15399780.0721768,21441200.8595527,22709.8506252512
7,5242659.192433,15843699.0837444,21086358.2761774,22876.5229313213
8,4544627.91016038,15936929.6064731,20481557.5166334,22414.6940704112
9,3935874.78413178,15760481.0880505,19696355.8721823,21518.0734850263
10,3406671.85970926,15384479.8718829,18791151.7315922,20342.8100754858
11,2944861.71364603,14851730.8319784,17796592.5456244,18978.6569623533
12,2544491.8836501,14216642.2822257,16761134.1658758,17534.148474086
13,2197549.22716206,13513985.0309185,15711534.2580806,16069.35805282
14,1896571.27415215,12770731.1961392,14667302.4702913,14627.2733589017
15,1635725.92989096,12008037.3714087,13643763.3012997,13237.7144120452
16,1409849.83180223,11242307.3007717,12652157.132574,11920.4369215058
17,1214488.45950729,10486074.0369002,11700562.4964075,10687.581020809
18,1045643.29568738,9748731.09534276,10794374.3910301,9545.59524221742
19,899816.582045306,9037137.39703656,9936953.97908187,8496.74080213882
20,773953.081899095,8356116.81561901,9130069.89751811,7540.26110203841
21,665387.711826009,7708869.79914939,8374257.5109754,6673.28494335119
22,571798.647444789,7097311.71901602,7669110.3664608,5891.5186226438
23,491165.485668598,6522350.22886473,7013515.71453333,5189.77125155014
24,421732.040235209,5984111.92313244,6405843.96336765,4562.34887302607
25,361973.35411687,5482126.90895872,5844100.26307559,4003.34584292687
26,310566.527748409,5015478.49689208,5326045.02464049,3506.85620407454
27,266323.598200189,4582315.38397424,4848638.98217443,3065.90884481734
28,228276.76930873,4181339.60113053,4409616.37043926,2675.49103222182
