"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,333.178104479,8688.715094631,9021.89319911,0
2,361.39121125887,5671.2909365662,6032.68214782506,0
3,408.85225785702,6331.52513835207,6740.37739620909,0
4,455.525695655053,6394.18624653712,6849.71194219217,0
5,490.254982625334,6086.03444371505,6576.28942634039,0
6,509.809300472173,5620.85165047681,6130.66095094898,0
7,473.452530242824,5055.03323173479,5528.48576197761,0
8,412.270121711558,4465.73900432277,4878.00912603433,0
9,341.994962130948,3942.96850228756,4284.96346441851,0
10,274.697913024901,3505.34974323096,3780.04765625586,0
11,216.120938128906,3123.42109772276,3339.54203585166,0
12,167.537899923598,2790.2687241347,2957.8066240583,0
13,129.201374064745,2495.03352397025,2624.23489803499,0
14,100.01774954154,2232.75891256822,2332.77666210976,0
15,77.786603587631,1998.23977054391,2076.02637413154,0
16,60.6041686331372,1792.03845494084,1852.64262357398,0
17,47.3394931311153,1608.61829733154,1655.95779046266,0
18,37.0296767465723,1444.10587742698,1481.13555417355,0
19,29.0153862110858,1297.07997395803,1326.09536016912,0
20,22.7849700890837,1165.49750432901,1188.28247441809,0
21,17.9515951308125,1047.27349975973,1065.22509489054,0
22,14.1565048504845,941.325438516608,955.481943367092,0
23,11.1670369397259,846.132621522939,857.299658462664,0
24,8.81931142284511,760.884532266504,769.703843689349,0
25,6.97170079030208,684.313570865222,691.285271655524,0
26,5.51430705251557,615.495581854468,621.009888906984,0
27,4.36723157370626,553.637033458754,558.00426503246,0
28,3.46247901438142,498.076915748974,501.539394763355,0
