"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,13565638.2310647,15248197.1587485,28813835.3898132,128066.99975214
2,12138562.4550923,1254508.88992732,13393071.3450196,114338.217378711
3,10880082.6544024,1675146.64430924,12555229.2987116,102081.160475713
4,9764972.12961647,1996957.0285774,11761929.1581939,91138.0600727164
5,8773118.90983935,2234909.90715589,11008028.8169952,81368.0600329212
6,777399.518248967,2402854.58919559,3180254.10744455,72645.4039973921
7,735889.564066261,2512611.22274683,3248500.78681309,64857.8166888716
8,686039.855814237,2574101.18882539,3260141.04463962,57905.0587398246
9,632638.314317174,2595983.13576347,3228621.45008065,51697.6364429154
10,578778.932774829,2585870.53576667,3164649.4685415,46155.6498162349
11,526408.081594351,2549756.48832075,3076164.5699151,41207.7641559345
12,476662.465184238,2493369.9352348,2970032.40041904,36790.2918384183
13,430176.512133997,2421383.29766354,2851559.80979754,32846.3725533399
14,387241.647587826,2337618.05753566,2724859.70512349,29325.2414156219
15,347921.604208544,2245275.81126828,2593197.41547683,26181.5755358672
16,312132.371038227,2147024.30631219,2459156.67735042,23374.9106384222
17,279717.825297779,2045072.7364154,2324790.56171318,20869.1202179834
18,250457.695083788,1941237.46400898,2191695.15909277,18631.9505306156
19,224111.979093352,1836999.25248794,2061111.23158129,16634.6054337336
20,200436.338281892,1733552.99809067,1933989.33637256,14851.3757312373
21,179191.770633905,1631850.85690868,1811042.62754258,13259.3082528487
22,160150.427667998,1532639.57119931,1692789.99886731,11837.9104081433
23,143098.850449436,1436492.71292039,1579591.56336982,10568.8864123904
24,127839.501194911,1343838.48247237,1471677.98366728,9435.90178898211
25,114191.189012934,1254983.62753389,1369174.81654683,8424.37311720323
26,101988.796782325,1170133.98067342,1272122.77745574,7521.28031903904
27,91082.2171116472,1089389.03050817,1180471.24761982,6714.99906883806
28,81335.1583738597,1012803.62554874,1094138.78392259,5995.15116865862
