"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,9987282.85435987,11273753.5557587,21261036.4101186,94280.99926612
2,8938039.65017501,957846.590762541,9895886.24093756,84174.076144792
3,8012325.05641586,1263026.73874156,9275351.79515742,75150.6151820703
4,7191716.81314745,1494481.29142368,8686198.10457114,67094.4692345523
5,6461508.36946543,1663549.6559995,8125058.02546493,59901.9421326083
6,574883.252675445,1779372.26132353,2354255.51399898,53480.4539359927
7,542893.788667375,1851780.07495548,2394673.86362286,47747.3492740543
8,504955.054927394,1888719.96689754,2393675.02182493,42628.8334318757
9,464560.43242743,1896974.329752,2361534.76217943,38059.0224879786
10,423984.141595087,1882090.02555152,2306074.1671466,33979.0952772673
11,384649.10941159,1849071.2271822,2233720.33659379,30336.5362635443
12,347437.195317603,1801875.32050544,2149312.51582305,27084.4595760923
13,312789.496384233,1744040.54874719,2056830.04513142,24181.0055095352
14,280901.737669674,1678302.87040721,1959204.60807688,21588.801718913
15,251795.726702937,1607198.21036198,1858993.93706492,19274.4821746456
16,225402.583201904,1532594.4182717,1757997.00147361,17208.2576855236
17,201575.72590274,1455970.00215505,1657545.72805779,15363.5324616354
18,180140.340851802,1378609.60083296,1558749.94168476,13716.5617817481
19,160901.862601117,1301502.10566948,1462403.9682706,12246.1463587447
20,143668.137055755,1225456.04189389,1369124.17894964,10933.3594690873
21,128246.222899306,1151144.51938869,1279390.742288,9761.30333400113
22,114460.00780307,1079057.58530875,1193517.59311182,8714.89161659621
23,102146.439233673,1009526.25968035,1111672.69891402,7780.6552352971
24,91152.7927050897,942773.089419774,1033925.88212486,6946.56899407325
25,81340.1610886507,878959.018069259,960299.179157909,6201.8967979086
26,72582.3053209488,818187.395876918,890769.701197867,5537.0534611728
27,64765.072669631,760548.704067783,825313.776737414,4943.48133013507
28,57787.7722487383,706057.867140843,763845.639389581,4413.54013154459
