"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1915320.89261905,2399947.22925702,4315268.12187606,18059.0001294
2,1721083.05858278,355525.903757702,2076608.96234048,16123.0753155283
3,1547681.43537927,396665.445039529,1944346.8804188,14394.6816417037
4,1392512.21967235,425036.83282925,1817549.0525016,12851.5717697131
5,1253406.07509961,442858.318556494,1696264.3936561,11473.8832759998
6,125811.87283296,451973.550547471,577785.423380431,10243.8829888126
7,114743.795234743,453997.98400616,568741.779240903,9145.73873241192
8,104032.469240352,450338.74282111,554371.212061461,8165.31554029736
9,93901.6674152871,442206.546501043,536108.21391633,7289.99371437749
10,84469.3171450426,430686.199282336,515155.516427379,6508.50638819622
11,75789.4106625259,416626.806440845,492416.217103371,5810.79450338159
12,67870.8807117771,400652.244235096,468523.124946873,5187.87733261908
13,60691.8228198914,383329.289128947,444021.111948838,4631.73688256232
14,54213.5990289823,365121.071056283,419334.670085265,4135.21468875164
15,48387.7854874782,346433.459163004,394821.244650482,3691.91967411746
16,43160.6393992804,327583.824722652,370744.464121932,3296.14588505207
17,38478.5878713921,308820.921941787,347299.509813179,2942.79904617449
18,34292.2010895562,290363.017444497,324655.218534054,2627.33098842458
19,30554.5468580595,272366.167926557,302920.714784617,2345.68110646547
20,27221.3410953569,254919.773099534,282141.114194891,2094.22409185237
21,24250.4078546903,238134.662217539,262385.070072229,1869.7232692058
22,21604.3921054933,222067.502946259,243671.895051752,1669.28893474693
23,19248.7063133682,206748.416510546,225997.122823914,1490.34116094206
24,17151.3034798205,192199.180813019,209350.48429284,1330.57658848907
25,15283.7180513337,178431.369220662,193715.087271996,1187.93877820305
26,13621.4001280511,165443.419559859,179064.81968791,1060.59174117968
27,12141.2556461434,153222.978886726,165364.23453287,946.896306525218
28,10823.173298129,141755.188220671,152578.3615188,845.389022465714
