"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,433866.015194526,955553.053323102,1389419.06851763,4052.99994897
2,401942.703874182,377305.377711644,779248.081585826,3618.51835444042
3,369769.72189533,355970.427624307,725740.149519636,3230.6131868444
4,338390.478562209,334299.460502083,672689.939064293,2884.29145321468
5,308447.124376018,312854.821332121,621301.945708139,2575.09540943007
6,55265.6447260513,291971.022954339,347236.667680391,2299.04518153917
7,44182.9509498139,271876.789714705,316059.740664519,2052.58753807817
8,35812.5435235139,252693.550541532,288506.094065046,1832.55015399619
9,29418.4814967486,234511.740276657,263930.221773406,1636.1007774878
10,24472.4237352189,217358.695163662,241831.118898881,1460.71077414111
11,20594.3631749575,201243.958835424,221838.322010382,1304.12257915318
12,17511.012827297,186113.696805243,203624.70963254,1164.32063866796
13,15023.2528198087,171945.678310487,186968.931130296,1039.49548584297
14,12988.0168241069,158704.090087965,171692.106912072,928.052659380931
15,11300.0664794032,146356.607204985,157656.673684388,828.557459184706
16,9882.74672609888,134855.49422891,144738.240955009,739.728997305561
17,8678.8112690486,124156.438598673,132835.249867722,660.423707962427
18,7646.95178362858,114222.739383293,121869.691166922,589.620625428417
19,6755.6034579068,105012.258090298,111767.861548205,526.408240254114
20,5980.82157413844,96483.6609919518,102464.48256609,469.972764616381
21,5303.7180863663,88593.6542533367,93897.372339703,419.587655722375
22,4709.54501854695,81299.7874801309,86009.3324986778,374.604262394446
23,4186.35371091347,74561.7026857798,78748.0563966932,334.443474421318
24,3724.21596816143,68343.8904189259,72068.1063870873,298.588267170399
25,3315.0689629183,62612.0494345291,65927.1183974474,266.577045481556
26,2952.17296727685,57333.8082624444,60285.9812297212,237.997701152541
27,2629.91864863894,52476.2238542375,55106.1425028765,212.482307512907
28,2343.52911463375,48010.5139864246,50354.0431010584,189.702382785085
