"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,5873.38506424764,262235.881371061,268109.266435309,0
2,6712.73366989875,144625.790606483,151338.524276381,0
3,7366.69588984318,140260.647596238,147627.343486081,0
4,7825.99206630801,132828.253016842,140654.24508315,0
5,8094.1944483067,123345.149413349,131439.343861655,0
6,8183.76306597664,112526.044651202,120709.807717179,0
7,7190.30983462039,101126.154217522,108316.464052142,0
8,6199.87810843936,89803.7226029798,96003.6007114192,0
9,5257.59002729478,79067.7093427495,84325.2993700442,0
10,4392.37001618186,69397.2534394694,73789.6234556512,0
11,3621.13976815794,60838.5719017279,64459.7116698858,0
12,2950.2967867516,53222.8363068827,56173.1330936343,0
13,2380.13393820294,46542.4267112695,48922.5606494724,0
14,1904.89789157278,40712.6101080347,42617.5079996075,0
15,1515.69310312424,35686.6116810419,37202.3047841661,0
16,1200.15647371685,31361.6917620778,32561.8482357946,0
17,946.429544656948,27637.5441248939,28583.9736695509,0
18,744.924399190798,24441.8569743852,25186.781373576,0
19,586.324378176434,21684.610438273,22270.9348164494,0
20,462.237132431553,19275.5390889127,19737.7762213443,0
21,365.625081460111,17180.7443490682,17546.3694305283,0
22,290.495902229461,15342.9912588944,15633.4871611239,0
23,232.011089682131,13720.5993799595,13952.6104696416,0
24,186.235886015423,12283.6645860018,12469.9004720172,0
25,150.200770210303,11008.155314784,11158.3560849943,0
26,121.770921263468,9872.94848717024,9994.71940843371,0
27,99.135253759189,8859.99068819652,8959.12594195571,0
28,81.011197825588,7955.47071217974,8036.48191000533,0
