"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2780.8679736297,91954.1929459334,94735.0609195631,0
2,2869.15766219232,46249.6892766901,49118.8469388824,0
3,2886.67619228613,42021.5285936623,44908.2047859485,0
4,2834.46523277818,36434.1066234247,39268.5718562029,0
5,2732.46623173712,31309.7622574787,34042.2284892159,0
6,2594.80175545439,26741.7396126749,29336.5413681293,0
7,2166.53527737516,23002.2339710255,25168.7692484006,0
8,1762.20364479246,19989.7874322835,21751.9910770759,0
9,1420.43217557003,17452.8793412077,18873.3115167778,0
10,1143.06274725348,15221.2688335387,16364.3315807922,0
11,920.968295330116,13349.1992512434,14270.1675465735,0
12,745.072507368106,11760.9563377627,12506.0288451308,0
13,604.722383714049,10380.434578013,10985.1569617271,0
14,492.003143093232,9205.87499525108,9697.87813834431,0
15,401.153152285768,8179.60919856314,8580.76235084891,0
16,328.013806969902,7262.23956770645,7590.25337467635,0
17,268.757603694435,6456.49871376544,6725.25631745988,0
18,220.666149003478,5757.74016472293,5978.4063137264,0
19,181.710242569022,5148.13119946438,5329.8414420334,0
20,149.821488696095,4603.29760573418,4753.11909443027,0
21,123.652957180867,4117.0885633386,4240.74152051946,0
22,102.161964406325,3677.71891294265,3779.88087734898,0
23,84.5350429498931,3289.61036637902,3374.14540932891,0
24,70.0283111571721,2947.73946336048,3017.76777451765,0
25,58.0116406420949,2642.8672396828,2700.87888032489,0
26,48.0639959371672,2369.52869310565,2417.59268904282,0
27,39.8429510508554,2125.48068006362,2165.32363111447,0
28,33.094216804258,1907.24027300669,1940.33448981094,0
