"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3277097.29350338,4147603.51558721,7424700.80909059,30895.0003006
2,2945971.09560687,638179.747284805,3584150.84289168,27583.0562683757
3,2650001.13053766,705559.523463232,3355560.65400089,24626.1526364058
4,2384883.66412928,750807.194223258,3135690.85835254,21986.2290737831
5,2146999.01264731,777805.017303924,2924804.02995124,19629.3053170736
6,217840.436701563,789118.994922733,1006959.4316243,17525.0437870833
7,197898.589711526,788503.16308234,986401.752793865,15646.3590931079
8,178794.326968672,778600.718903502,957395.045872174,13969.0693983268
9,160855.153833275,761550.438464875,922405.59229815,12471.5851588261
10,144256.893937032,738970.717644146,883227.611581178,11134.6312298
11,129060.572657333,712405.439329314,841466.011986647,9940.99876196543
12,115285.402175539,682954.871347799,798240.273523338,8875.32369468273
13,102861.659895927,651658.013986699,754519.673882626,7923.88899461275
14,91705.0387439198,619226.489146481,710931.5278904,7074.44809439026
15,81714.5976609577,586395.064163707,668109.661824665,6316.06725867162
16,72794.7569982581,553617.685244671,626412.44224293,5638.98484854203
17,64841.2568879861,521224.196212961,586065.453100947,5034.48567277832
18,57758.0945103847,489521.352589958,547279.447100343,4494.78880865649
19,51452.3791198554,458718.812815536,510171.191935392,4012.94744836851
20,45841.5751382113,428985.652631961,474827.227770172,3582.75948190341
21,40846.9578058145,400466.096370767,441313.054176581,3198.68766544336
22,36401.4422184718,373244.377562012,409645.819780484,2855.78834770783
23,32445.40348996,347352.698547127,379798.102037087,2549.64783683355
24,28923.9775229406,322794.544969823,351718.522492764,2276.325588725
25,25788.4697197052,299565.863089808,325354.332809513,2032.30348561368
26,22995.321060714,277652.60893524,300647.929995954,1814.44055195589
27,20505.6288696573,257051.439697628,277557.068567286,1619.93252478622
28,18285.8903548024,237731.804263419,256017.694618221,1446.27575812914
