"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,861489.631867499,9407567.67649717,10269057.3083647,605.001611499994
2,2695627.52181447,4490578.83201582,7186206.35383029,5562.61337799454
3,3956236.14464517,6221311.09007891,10177547.2347241,8927.00262142328
4,4632143.12821583,7437709.09674449,12069852.2249603,11069.971183444
5,3966765.7714329,8243393.17311956,12210158.9445525,12294.776703973
6,3419366.1227194,8721786.31714071,12141152.4398601,12834.9599378865
7,2964912.9234828,8945264.13292736,11910177.0564102,12880.8343615309
8,2568929.46760207,8972701.70439469,11541631.1719968,12578.7235876828
9,2223478.55343418,8849610.92738235,11073089.4808165,12036.2920343423
10,1922025.09512016,8611530.68317435,10533555.7782945,11333.1615599351
11,1660076.50788473,8291995.07027087,9952071.57815561,10539.2348112171
12,1432679.56283223,7915906.27106971,9348585.83390193,9701.94064544493
13,1235172.47643656,7501978.91565379,8737151.39209035,8853.93731320675
14,1064124.86928242,7067852.35927721,8131977.22855962,8024.30656155117
15,915964.305376836,6624707.18672763,7540671.49210446,7227.71839061039
16,787556.772069073,6180356.65691887,6967913.42898794,6472.35105972306
17,676576.621088445,5742960.59931917,6419537.22040762,5767.39792027048
18,580898.248498007,5319247.09858896,5900145.34708697,5119.07568458424
19,498459.895897264,4913380.03525918,5411839.93115645,4528.80318213611
20,427330.381943967,4526641.14687891,4953971.52882288,3992.9871662761
21,366041.615654463,4160621.4951775,4526663.11083196,3509.70383935088
22,313224.537283713,3815133.9658561,4128358.50313981,3073.99808463892
23,267872.06968934,3491821.84760206,3759693.9172914,2685.48591329185
24,228995.547424107,3191194.45920666,3420190.00663076,2341.65887962569
25,195622.926164707,2912363.43420991,3107986.36037462,2037.82556783872
26,166977.638357389,2654305.30311703,2821282.94147442,1769.73700014641
27,142438.354639118,2416338.63064893,2558776.98528805,1534.31379136481
28,121441.535195472,2197433.66148134,2318875.19667681,1328.10370499616
