"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,4500606.74372603,5365867.05778582,9866473.80151185,42460.0005368
2,4036165.37073766,638100.73238194,4674266.1031196,37908.288479255
3,3623978.64578999,755186.826008356,4379165.47179835,33844.5199542789
4,3256857.39540564,840528.906427811,4097386.30183345,30216.3874151802
5,2928942.70124748,899259.753832253,3828202.45507973,26977.1906842729
6,277824.883909315,935285.563733074,1213110.44764239,24085.2358429188
7,257473.614949297,953187.469600361,1210661.08454966,21503.2985605579
8,236217.830148337,956512.499673705,1192730.32982204,19198.1449548661
9,215101.668013219,948240.351079278,1163342.0190925,17140.1038157045
10,194781.013062251,930751.431428706,1125532.44449096,15302.684686661
11,175637.17809035,906226.735643884,1081863.91373423,13662.2368882509
12,157891.714748959,876338.103407128,1034229.81815609,12197.6450938304
13,141611.178030595,842603.001043352,984214.179073947,10890.0575397718
14,126792.22764529,806153.054532323,932945.282177613,9722.64337150825
15,113379.241725423,768069.71893626,881448.960661683,8680.37600208257
16,101296.673117843,729109.103272848,830405.776390691,7749.83969465932
17,90445.3480815697,689854.580457064,780299.928538634,6919.05687939184
18,80723.6273837126,650820.811919091,731544.439302803,6177.33398192104
19,72027.0270695905,612390.289081121,684417.316150712,5515.1237790591
20,64257.5407598623,574873.409305954,639130.950065817,4923.90250994397
21,57319.4639988771,538529.255696431,595848.719695308,4396.06016087797
22,51127.9205249835,503535.367942988,554663.288467972,3924.80251163185
23,45605.7211745019,469998.374704737,515604.095879238,3504.06368238492
24,40681.2173402058,437979.666819552,478660.884159758,3128.42805563326
25,36289.9001687646,407519.136588023,443809.036756788,2793.06056806937
26,32373.539707604,378635.320761331,411008.860468935,2493.64447517234
27,28879.7563889398,351348.383669491,380228.140058431,2226.32578743386
28,25762.7494163145,325643.893413257,351406.642829572,1987.66366302095
