"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,7794555.82022855,8999384.25407187,16793940.0743004,73563.00032088
2,6981570.32532789,892677.311403309,7874247.6367312,65677.0466864817
3,6262588.68424252,1116311.49744176,7378900.18168428,58636.4672816908
4,5624020.11815575,1283798.90427243,6907819.02242818,52350.6379890936
5,5054945.84815808,1404051.28130641,6458997.1294645,46738.6495966628
6,461914.190978704,1484779.42549814,1946693.61647685,41728.2663599005
7,432889.643959782,1532755.04776697,1965644.69172675,37254.9962061192
8,400509.032929187,1553892.66359365,1954401.69652284,33261.2606128232
9,367109.380752736,1553314.02295304,1920423.40370578,29695.6534751286
10,334180.917882872,1535553.06845909,1869733.98634196,26512.2794225948
11,302644.818947642,1504314.35666825,1806959.17561589,23670.1630684926
12,273028.951089261,1462510.16860667,1735539.11969594,21132.7215875502
13,245593.090197739,1412708.96554026,1658302.055738,18867.2938333648
14,220425.843810239,1357044.07118226,1577469.9149925,16844.7199344281
15,197504.621297044,1297359.09580588,1494863.71710293,15038.9659574574
16,176736.313614143,1235144.05484933,1411880.36846347,13426.788806818
17,157990.883805787,1171603.14858199,1329594.03238777,11987.4370467271
18,141125.594132186,1107772.39431203,1248897.98844422,10702.383795318
19,125990.412812496,1044444.87548063,1170435.28829313,9555.08825245987
20,112434.36822001,982165.934486756,1094600.30270677,8530.78279179618
21,100308.202983428,921487.758139578,1021795.96112301,7616.28287651563
22,89474.4196001023,862766.78722767,952241.206827772,6799.81735215315
23,79803.2812978372,806246.382831303,886049.66412914,6070.87693200233
24,71173.2312211434,752113.89961312,823287.130834264,5420.07892489168
25,63474.3737747731,700500.93712303,763975.310897803,4839.0464641433
26,56609.8013989467,651479.197658715,708088.999057661,4320.30068318713
27,50488.8701230257,605070.55849679,655559.428619816,3857.16444994947
28,45031.4681990503,561274.036628216,606305.504827266,3443.67642091489
