"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,211514.462637751,573540.483919294,785054.946557045,1966.00001472
2,199107.4072614,261437.2986792,460544.7059406,1755.24481314202
3,185274.627474825,242897.141803018,428171.769277843,1567.08256917319
4,170953.78913027,224893.432983084,395847.222113354,1399.09131775783
5,156756.926057035,207729.867761619,364486.793818654,1249.10872849419
6,33908.1250530428,191545.189690029,225453.314743072,1115.20427279961
7,26258.7306521387,176406.978753008,202665.709405147,995.654374755492
8,20625.8319442864,162314.447201612,182940.279145899,888.920225781703
9,16443.9160975459,149252.114817476,165696.030915022,793.627977577905
10,13308.2039479076,137170.935170357,150479.139118264,708.551058381554
11,10929.0619824324,126018.282986287,136947.34496872,632.594384923051
12,9099.78495023619,115712.34072206,124812.125672297,564.7802668593
13,7671.5834635702,106197.406344778,113868.989808348,504.230407604612
14,6538.89440735148,97417.2101694648,103956.104576816,450.172073764135
15,5625.56503754473,89322.6266048244,94948.1916423691,401.909311578076
16,4877.31176556306,81860.987786651,86738.2995522141,358.820780201919
17,4254.74666651586,74985.5345506376,79240.2812171535,320.351752486586
18,3730.1740387486,68656.8463719174,72387.020410666,286.006973351646
19,3283.14599048606,62835.3736288134,66118.5196192994,255.344283809386
20,2898.67847020687,57484.2976472647,60382.9761174716,227.968928554633
21,2565.39195117103,52567.7544010939,55133.1463522649,203.528473835516
22,2274.70740726294,48051.9962160173,50326.7036232803,181.708270177211
23,2019.90920141031,43905.7881265384,45925.6973279487,162.227401545191
24,1795.58873864091,40101.6064308214,41897.1951694623,144.835068797025
25,1597.46564038171,36613.602098777,38211.0677391587,129.307360862803
26,1422.04095801454,33417.8388549379,34839.8798129524,115.444372085987
27,1266.45576725812,30490.9115026387,31757.3672698968,103.067628612947
28,1128.31089285472,27812.2626917284,28940.5735845831,92.0177906982258
