"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,4204.692904178,6343.374146671,10548.067050849,39.546199
2,3423.00725910241,4427.16894628828,7850.17620539068,31.6369592
3,2836.91157221232,5658.64359817469,8495.55517038701,25.30956736
4,2392.30051346126,6373.14392147321,8765.44443493447,20.247653888
5,2049.24433012235,6681.90406164583,8731.14839176818,16.1981231104
6,510.268652137579,6683.46991396671,7193.73856610428,12.95849848832
7,528.69620429015,6468.07790757317,6996.77411186332,10.366798790656
8,509.498686557494,6108.89837043964,6618.39705699713,8.29343903252481
9,467.292305662585,5671.27894171745,6138.57124738003,6.63475122601985
10,413.067614523903,5200.38248514697,5613.45009967087,5.30780098081588
11,354.762197482162,4730.88025659171,5085.64245407387,4.2462407846527
12,297.689910414561,4274.92023170326,4572.61014211782,3.39699262772216
13,245.087535111178,3847.95932965508,4093.04686476626,2.71750558524911
14,198.721803269853,3454.9306351185,3653.65243838835,2.17393365696291
15,159.159811479389,3099.16452776717,3258.32433924656,1.73909027842639
16,126.243329774519,2778.35567746334,2904.59900723786,1.39122690650204
17,99.3261921186091,2490.37328845876,2589.69948057737,1.1129452733912
18,77.7146525611093,2233.28507774134,2310.99973030245,0.890327218209245
19,60.5734328849561,2003.87060923305,2064.444042118,0.712238574920101
20,47.1204536426755,1799.17689787656,1846.29735151923,0.569772300822769
21,36.6218194554324,1616.17632345467,1652.7981429101,0.455802993851169
22,28.4717177995406,1452.25868315196,1480.7304009515,0.364630518022168
23,22.1631960352613,1305.21948734105,1327.38268337632,0.291694913080206
24,17.2771565026806,1173.346443465,1190.62359996768,0.233348329641722
25,13.4889883598992,1055.03959276317,1068.52858112307,0.186672583253482
26,10.5458414337225,948.893653846531,959.439495280254,0.14933320239331
27,8.25575754428342,853.551217591166,861.80697513545,0.119462670673817
28,6.47306481408832,767.93665698772,774.409721801808,0.0955670236477842
