"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,839011.71574194,1419619.08834103,2258630.80408297,7877.00010111
2,764726.846504517,421314.157226197,1186041.00373071,7032.58569027101
3,695136.199797403,412218.126000889,1107354.32579829,6278.69250427396
4,630555.957157591,399751.124719309,1030307.0818769,5605.61666781579
5,571043.428049218,384901.310801486,955944.738850704,5004.69456102594
6,79123.7229961809,368408.56200524,447532.285001421,4468.19130408396
7,66619.5833667182,350875.693682497,417495.277049215,3989.20119628616
8,56611.3775268218,332757.749281307,389369.126808129,3561.55882804428
9,48495.2195772885,314446.248264321,362941.46784161,3179.75972167793
10,41830.9921046748,296225.14306133,338056.135166005,2838.88947951406
11,36295.3989880922,278326.410661996,314621.809650088,2534.56052731015
12,31649.4777620364,260861.757195198,292511.234957234,2262.8556387825
13,27712.2199184088,243960.500030085,271672.719948494,2020.26220314172
14,24348.4859445302,227705.688788748,252054.174733278,1803.67642526193
15,21453.4154023736,212166.160617493,233619.576019867,1610.31010825551
16,18946.2842213565,197368.17304062,216314.457261976,1437.67396880696
17,16762.6348948171,183327.890654003,200090.52554882,1283.54559161545
18,14853.1737632457,170061.110307716,184914.284070962,1145.94081933793
19,13177.5745385393,157563.979604209,170741.554142748,1023.08820972392
20,11703.2149455397,145824.83977404,157528.05471958,913.406231118318
21,10402.6796816122,134820.882299522,145223.561981134,815.482902760564
22,9253.33248570059,124523.984620979,133777.31710668,728.057617781516
23,8235.89627981583,114903.818420713,123139.714700528,650.004914898051
24,7333.66715029902,105933.445882382,113267.113032681,580.319989891807
25,6532.59048504368,97583.8325865171,104116.423071561,518.105760355439
26,5820.57640004553,89825.623856784,95646.2002568295,462.561317185598
27,5187.31725552578,82625.2754946604,87812.5927501862,412.971614154009
28,4623.87337572624,75953.5928422083,80577.4662179345,368.698262826284
