"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1528657.312199,1852918.59695746,3381575.90915646,14418.9999228
2,1371756.91815292,236071.093937889,1607828.01209081,12873.2831310758
3,1232077.67643547,267876.690220493,1499954.36665596,11493.2671794245
4,1107250.91787445,287958.940742618,1395209.85861707,10261.1889377902
5,995427.887239362,299656.984125364,1295084.87136473,9161.1894836591
6,94495.8331535099,304791.281992049,399287.115145559,8179.10997101084
7,86316.5118179312,305046.591222983,391363.103040914,7302.30938211848
8,78145.3230705186,301698.932429622,379844.25550014,6519.50181635538
9,70360.5185834505,295492.657543034,365853.176126485,5820.61122164209
10,63126.1475182627,286927.050153583,350053.197671845,5196.64169868205
11,56492.6609470871,276743.717918448,333236.378865535,4639.56170858334
12,50475.8797152393,265455.622407319,315931.502122558,4142.2006934232
13,45049.6340940002,253376.107126237,298425.741220237,3698.15677908824
14,40171.7963754392,240895.386518193,281067.182893633,3301.71437236998
15,35803.0562628718,228220.514368007,264023.570630879,2947.77059165192
16,31902.5304674732,215460.728668885,247363.259136358,2631.76958422683
17,28420.730379996,202805.583437687,231226.313817683,2349.64388479772
18,25315.2708044078,190441.745735848,215757.016540256,2097.7620603474
19,22550.6156563964,178478.51178849,201029.127444886,1872.88196747816
20,20089.5033032834,166928.759545699,187018.262848983,1672.1090205645
21,17898.401322419,155827.879516517,173726.280838936,1492.85893355999
22,15948.8014555416,145172.523092411,161121.324547953,1332.82445588236
23,14212.7531691146,135026.019052265,149238.772221379,1189.94567421177
24,12666.2664962142,125430.699923726,138096.96641994,1062.38349793627
25,11288.2503460955,116374.84858411,127663.098930205,948.495986957498
26,10060.7787922004,107838.35987509,117899.13866729,846.817217155654
27,8967.41503186514,99816.9386326325,108784.353664498,756.038411476568
28,7994.9064311828,92297.6941765708,100292.600607754,674.99109376628
