"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2107224.5186126,3037142.0191548,5144366.5377674,19831.99977284
2,1905161.82030264,677314.005423692,2582475.82572633,17706.0093971916
3,1721252.99165033,693519.040427206,2414772.03207753,15807.9251898126
4,1554201.94152377,698082.988425324,2252284.9299491,14113.3156094647
5,1402705.09304178,693389.779857071,2096094.87289885,12600.3681761301
6,164326.99666699,681359.766805742,845686.763472732,11249.6087076489
7,143910.650943478,663705.663980575,807616.314924053,10043.650654189
8,126399.708351411,641838.629557703,768238.337909115,8966.97130405992
9,111285.503643811,616942.960838175,728228.464481985,8005.7119802647
10,98166.6331183576,589836.265923011,688002.899041369,7147.49965598032
11,86725.6464325744,561379.887557508,648105.533990083,6381.28769285923
12,76714.3749778115,532162.920078691,608877.295056502,5697.21365218472
13,67926.7190120088,502694.936308212,570621.655320221,5086.47234867052
14,60194.7159860125,473423.907789138,533618.623775151,4541.20251289304
15,53378.498004763,444656.316129219,498034.814133982,4054.38560351091
16,47363.0235890824,416589.40178133,463952.425370412,3619.75546681454
17,42045.1689220872,389442.605172606,431487.774094693,3231.69221574407
18,37341.7114791381,363364.081458421,400705.792937559,2885.23207521851
19,33179.4352793595,338458.272018918,371637.707298277,2575.91489910898
20,29493.586548092,314765.155799559,344258.742347651,2299.75870032886
21,26227.6855284209,292316.217816212,318543.903344633,2053.2083888205
22,23333.6412478278,271109.785715487,294443.426963314,1833.09000519057
23,20767.1705986941,251138.67672964,271905.847328334,1636.56986082153
24,18489.7740290529,232380.732068866,250870.506097919,1461.11805845068
25,16467.1920538353,214801.648490021,231268.840543856,1304.47592359975
26,14669.9411086799,198356.911536722,213026.852645402,1164.62692758435
27,13071.7907476156,183007.315780224,196079.106527839,1039.77072778136
28,11650.3010042226,168705.433774577,180355.7347788,928.299990962268
