"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1118132.72926375,12886165.1418813,14004297.8711451,642.000650340008
2,3673033.41790631,6133711.19092035,9806744.60882666,7549.52513026036
3,5436089.34947595,8550031.6418138,13986120.9912897,12255.7532080971
4,6434751.40107378,10256734.3306144,16691485.7316882,15271.2340847192
5,5508115.01799598,11391558.4251445,16899673.4431405,17005.0677783475
6,4742628.94352047,12061123.1983539,16803752.1418744,17764.5625008608
7,4109433.36067062,12371146.1111581,16480579.4718288,17827.1432061543
8,3558196.43568049,12401052.9960288,15959249.4317093,17391.4231145547
9,3077927.67818133,12218476.1102251,15296403.7884065,16617.0000803397
10,2659471.89412405,11875703.2136827,14535175.1078067,15619.9858826615
11,2295718.19106944,11419221.5411407,13714939.7322101,14496.8228838395
12,1979566.01021308,10882757.9243942,12862323.9346073,13311.5901491775
13,1705359.42999697,10296685.3655501,12002044.795547,12118.5003678129
14,1467568.16970007,9681742.56200047,11149310.7317005,10949.3914122561
15,1261926.89616493,9058063.30153086,10319990.1976958,9834.33659751123
16,1084112.50490346,8437647.97849611,9521760.48339957,8785.86593055657
17,930413.040942543,7829682.03944928,8760095.08039183,7811.77791599131
18,797829.028893958,7241745.79179668,8039574.82069064,6917.22649285732
19,683547.69850105,6678494.13287037,7362041.83137142,6102.14921005685
20,585169.772118918,6143433.61188096,6728603.38399988,5365.27479632189
21,500608.499325291,5639082.76311603,6139691.26244133,4704.2486778774
22,427978.938132777,5166416.49731226,5594395.43544503,4114.52332645367
23,365626.125959913,4725303.77809263,5090929.90405254,3590.36794927799
24,312126.346347542,4315010.05175263,4627136.39810017,3125.81670301862
25,266268.701188618,3934621.0804369,4200889.78162551,2715.3976870778
26,226996.134058031,3582981.85388077,3809977.9879388,2353.86210809289
27,193414.15185494,3259162.57861153,3452576.73046647,2037.04630599051
28,164707.803239862,2961668.82764345,3126376.63088332,1760.11704181968
