"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1948328.00900937,2661611.94981386,4609939.95882322,18349.99978464
2,1757200.04884051,520274.050986887,2277474.09982739,16382.8798077266
3,1584598.19492956,545202.645895349,2129800.84082491,14626.6350923383
4,1428735.53377243,558350.795047927,1987086.32882036,13058.6598104396
5,1288016.13284275,562101.17303961,1850117.30588236,11658.7714787605
6,142120.906746003,558275.699697659,700396.606443662,10408.9511762374
7,126191.997442551,548466.740266086,674658.737708637,9293.11161014474
8,112026.137109931,534054.471399546,646080.608509477,8296.89004553722
9,99445.4083015475,516211.159576565,615656.567878113,7407.46343265563
10,88275.1271021872,496005.47510622,584280.602208407,6613.38335267495
11,78364.6135063223,474211.581136481,552576.194642804,5904.42865726819
12,69577.9377818522,451329.574256279,520907.512038131,5271.47390520904
13,61788.8169653107,427846.437980891,489635.254946202,4706.37190257063
14,54884.2429637711,404150.25228187,459034.495245641,4201.84883461506
15,48762.3988108454,380591.102317752,429353.501128597,3751.41063954433
16,43330.5492255738,357426.929331686,400757.47855726,3349.25941898518
17,38507.7819654196,334848.584381679,373356.366347099,2990.21880926996
18,34226.6652085242,313030.575211734,347257.240420259,2669.66735291622
19,30427.4813723792,292081.05235158,322508.533723959,2383.47901268361
20,27056.7084538465,272034.042563167,299090.751017014,2127.97006252392
21,24064.9608978535,252970.823247848,277035.784145701,1899.85167182136
22,21410.1399666914,234910.215707972,256320.355674664,1696.18757260211
23,19053.9992096995,217846.207454136,236900.206663836,1514.35626481916
24,16961.5125286323,201771.425125673,218732.937654305,1352.01727323055
25,15102.1858338776,186672.572966293,201774.758800171,1207.08102154023
26,13450.383295752,172525.094114326,185975.477410078,1077.68193603112
27,11981.8163026567,159295.428764099,171277.245066755,962.154432488585
28,10675.7041390765,146951.289010899,157626.993149975,859.011477325809
