"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1287518.53702541,14877261.370355,16164779.9073805,730.999861379994
2,4239453.37168546,7080434.06143703,11319887.4331225,8712.06103424406
3,6277910.49418802,9873880.09901841,16151790.5932064,14153.3779906511
4,7438105.39726411,11850983.5140823,19289088.9113464,17647.8018897749
5,6369648.32446448,13172117.8048808,19541766.1293452,19669.8847461335
6,5491758.62910032,13972948.3663701,19464706.9954704,20598.9814869906
7,4762259.89272882,14359978.1381016,19122238.0308304,20721.0353483833
8,4125040.36746432,14422748.1315374,18547788.4990017,20263.3725402627
9,3570863.70113845,14241784.1790488,17812647.8801873,19415.8154456828
10,3089596.4107833,13882134.732575,16971731.1433583,18321.6105822474
11,2670752.22319233,13390103.2595244,16060855.4827167,17076.4294611129
12,2306742.30057347,12806095.9079959,15112838.2085693,15758.6349110838
13,1990672.4664984,12160348.3258681,14151020.7923665,14421.2082143364
14,1716559.73882832,11477757.7397664,13194317.4785948,13104.2056688266
15,1479015.71795338,10777037.8917953,12256053.6097487,11833.7053428451
16,1273656.76277485,10075961.0862328,11349617.8490077,10633.5482851962
17,1096102.71222439,9385063.60365647,10481166.3158809,9512.45898386854
18,942583.223232348,8712081.79967334,9654665.02290569,8474.71635772878
19,810075.137501961,8063890.84337723,8873965.98087919,7523.74994159441
20,695792.353026447,7444785.0263246,8140577.37935105,6658.53618943408
21,597251.427360226,6857074.83628439,7454326.26364462,5875.23732076528
22,512387.524989689,6302882.68399325,6815270.20898294,5170.81315663136
23,439319.839951607,5782553.3817772,6221873.22172881,4539.5158308977
24,376502.504557392,5296775.59952155,5673278.10407894,3977.41527050144
25,322500.172871492,4844633.14380472,5167133.31667621,3478.05904328118
26,276097.304575052,4425141.2079189,4701238.51249395,3035.86911200544
27,236258.548706031,4037052.42975585,4273310.97846188,2645.434414259
28,202086.965870359,3679104.80114583,3881191.76701618,2301.96384585331
