"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1989864.98014639,2655239.30248823,4645104.28263462,18747.000178
2,1792815.69556372,486131.449263807,2278947.14482753,16737.3217589184
3,1615464.11986422,516825.478347685,2132289.5982119,14943.0808663624
4,1455739.18631822,535186.750119239,1990925.93643746,13341.1825974883
5,1311832.32548085,543565.135926057,1855397.46140691,11911.0078230376
6,141226.491265914,543826.639636021,685053.130901935,10634.1477844079
7,126342.353744274,537598.965972865,663941.319717139,9494.16714191941
8,112852.276264496,526292.729992062,639145.006256558,8476.39242430565
9,100686.982876859,511111.480231362,611798.463108221,7567.72315642008
10,89752.6025936463,493141.011561461,582893.614155108,6756.46323405185
11,79954.3448386223,473199.03224593,553153.377084552,6032.17037536149
12,71195.6417311378,451850.650099551,523046.291830689,5385.52171112274
13,63378.7160451147,429624.431249295,493003.147294409,4808.19378369038
14,56410.6857643388,406946.219493076,463356.905257414,4292.75541007877
15,50204.039847026,384193.555091055,434397.594938081,3832.57203011833
16,44676.4419436528,361652.701334325,406329.143277978,3421.72030848965
17,39753.8908993379,339541.302292276,379295.193191614,3054.91189141956
18,35372.8908117174,318053.470883084,353426.361694801,2727.42533665938
19,31476.2610639165,297318.357683603,328794.61874752,2435.04534056949
20,28012.09975895,277393.71461386,305405.81437281,2174.00848006044
21,24932.236282151,258372.447305094,283304.683587245,1940.95477099797
22,22195.0417438314,240288.437798624,262483.479542455,1732.88441954698
23,19762.5293507524,223149.609064489,242912.138415242,1547.11920977155
24,17599.838743601,206959.160385788,224558.999129389,1381.26803048404
25,15676.3761696024,191712.339408371,207388.715577973,1233.19609761615
26,13966.1190855938,177392.209867866,191358.328953459,1100.9974759517
27,12444.5529266118,163971.968263178,176416.52118979,982.970546529675
28,11090.5268186641,151424.420730766,162514.94754943,877.596103941694
