"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,4091.39201390434,182348.133924009,186439.525937913,0
2,4679.13381476827,100908.97882103,105588.112635798,0
3,5153.66583838219,98963.7968244211,104117.462662803,0
4,5503.22153586585,94828.531259439,100331.752795305,0
5,5726.51745375865,89121.6618192863,94848.179273045,0
6,5829.5165283874,82360.8366381079,88190.3531664953,0
7,5181.4032176845,75061.3872362754,80242.79045396,0
8,4530.55067395484,67604.9596460792,72135.510320034,0
9,3901.8632516472,60380.3889699458,64282.252221593,0
10,3313.73846338497,53600.6093167565,56914.3477801414,0
11,2779.38205162012,47436.7028573402,50216.0849089603,0
12,2304.9395419449,41837.7532155494,44142.6927574943,0
13,1893.00646772138,36866.2441540531,38759.2506217745,0
14,1542.3220281361,32479.9468095003,34022.2688376364,0
15,1248.73850808718,28654.5336811032,29903.2721891904,0
16,1006.1339337822,25311.1456740192,26317.2796078014,0
17,807.472536044481,22392.6139209288,23200.0864569733,0
18,646.723069398831,19854.4995833868,20501.2226527856,0
19,517.56503920424,17641.5192749171,18159.0843141213,0
20,414.459967101168,15708.1854105676,16122.6453776688,0
21,332.336848464029,14010.531784432,14342.8686328961,0
22,267.060733357024,12512.7948528135,12779.8555861705,0
23,215.185513151154,11186.1516477053,11401.3371608564,0
24,173.872268039643,10009.985796137,10183.8580641767,0
25,140.882911555779,8965.41697665041,9106.29988820619,0
26,114.453296080909,8036.7832928865,8151.23658896741,0
27,93.205718335964,7208.70445829887,7301.91017663483,0
28,76.0991947303477,6470.40730239199,6546.50649712234,0
