"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,4594.82502493192,252644.731290547,257239.556315479,0
2,5637.68049069781,141551.916666173,147189.597156871,0
3,6418.9719090798,134133.233045604,140552.204954684,0
4,6958.90527734109,125029.060216206,131987.965493547,0
5,7281.92335647951,114847.01467362,122128.9380301,0
6,7415.06113165811,104073.542457355,111488.603589013,0
7,6419.26830326443,93296.7253325769,99715.9936358413,0
8,5479.7442069508,82914.2954606966,88394.0396676474,0
9,4616.53492156092,73244.7834995315,77861.3184210924,0
10,3838.29470247519,64272.5173830244,68110.8120854996,0
11,3152.23213352619,56252.1351022514,59404.3672357776,0
12,2559.21946998599,49118.8971671423,51678.1166371282,0
13,2055.96697319605,42871.806976009,44927.7739492051,0
14,1636.49444284492,37481.6386551401,39118.133097985,0
15,1291.92609446806,32841.0742791359,34133.000373604,0
16,1013.41334494681,28829.5128803082,29842.926225255,0
17,791.018780158338,25390.132959109,26181.1517392673,0
18,615.788552452679,22435.8578765665,23051.6464290192,0
19,479.216087782418,19893.5077384387,20372.7238262211,0
20,373.359536854092,17686.8301938051,18060.1897306592,0
21,291.711433379415,15763.6514567455,16055.3628901249,0
22,229.028127281351,14075.7804318899,14304.8085591713,0
23,180.861245582971,12588.9076514111,12769.7688969941,0
24,143.729732892318,11273.5607238524,11417.2904567447,0
25,114.913405508269,10105.6566675219,10220.5700730302,0
26,92.4079694472206,9065.04524421375,9157.45321366097,0
27,74.7041805979974,8136.93812679797,8211.64230739597,0
28,60.6904229914013,7307.55137236611,7368.24179535751,0
