"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,863.02799768261,53176.1784289695,54039.2064266521,0
2,1099.33111361453,29627.0677108855,30726.3988245,0
3,1265.15102461479,27164.864887387,28430.0159120018,0
4,1368.08935964718,24397.5954042005,25765.6847638477,0
5,1417.17859909928,21525.4982929669,22942.6768920662,0
6,1421.93055121823,18699.7637655747,20121.6943167929,0
7,1180.35094451155,16061.0236188841,17241.3745633956,0
8,960.409854857486,13685.1381989021,14645.5480537596,0
9,766.823164856191,11635.3309054835,12402.1540703397,0
10,601.706150562207,9908.07520613063,10509.7813566928,0
11,465.153112036558,8485.25737194367,8950.41048398023,0
12,355.19324727549,7301.24235826651,7656.43560554199,0
13,268.887081605254,6326.78444914604,6595.6715307513,0
14,202.671960943824,5519.04785046447,5721.71981140829,0
15,152.726762323722,4847.30496637147,5000.0317286952,0
16,115.470694053319,4279.68430621098,4395.1550002643,0
17,87.7764403688335,3794.75868201599,3882.53512238482,0
18,67.316504344682,3377.46548120385,3444.78198554854,0
19,52.1564723589632,3014.53717880284,3066.69365116181,0
20,40.8666712549379,2696.45127397514,2737.31794523008,0
21,32.3594849700056,2415.44042607561,2447.79991104562,0
22,25.8756905496819,2165.75011604039,2191.62580659007,0
23,20.8696695097678,1943.01109509232,1963.88076460208,0
24,16.9486882438208,1744.11774140097,1761.0664296448,0
25,13.8389231083878,1566.27334381299,1580.11226692137,0
26,11.3458367597017,1407.14918957945,1418.49502633916,0
27,9.32982641889657,1264.49007037977,1273.81989679866,0
28,7.69278639714628,1136.65756908543,1144.35035548257,0
