"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,731166.798761337,861219.150784919,1592385.94954626,6899.00002417
2,655404.743014499,96041.3157638553,751446.058778354,6159.42722157898
3,588255.497264297,115716.225474898,703971.722739195,5499.13662342571
4,528507.836174949,130146.920630209,658654.756805158,4909.62917739447
5,475184.367531715,140308.600652313,615492.968184028,4383.31692957779
6,44421.9874501554,146853.292696601,191275.280146756,3913.42535472705
7,41337.6632067579,150496.043879912,191833.707086669,3493.90615670031
8,38049.1780612368,151733.277792659,189782.455853896,3119.35941670204
9,34745.8064083291,151073.760263824,185819.566672153,2784.96408723158
10,31547.4180409009,148918.364044495,180465.782085396,2486.41593708035
11,28520.3675378253,145553.410833752,174073.778371577,2219.87214862534
12,25701.9665146525,141248.534140961,166950.500655613,1981.9018542927
13,23105.4721693397,136264.994891137,159370.467060477,1769.44197551253
14,20734.744712365,130798.315094934,151533.059807299,1579.75779573758
15,18582.1916164176,124992.433890479,143574.625506897,1410.40776003451
16,16635.5998915951,118983.816099583,135619.415991178,1259.21204815881
17,14881.8050193405,112871.872457815,127753.677477156,1124.22451659619
18,13305.7521492263,106741.306809404,120047.058958631,1003.70764841708
19,11891.4620449407,100668.883089643,112560.345134584,896.110188506767
20,10623.9730742328,94710.3106307141,105334.283704947,800.047176298842
21,9489.47139964774,88907.123746745,98396.5951463927,714.282118999606
22,8474.6718910936,83291.0215151356,91765.6934062292,637.711075842848
23,7567.64118971276,77885.4631902019,85453.1043799147,569.348448512495
24,6757.38359302173,72707.0375938276,79464.4211868493,508.314294831955
25,6033.67091253069,67766.6364932099,73800.3074057406,453.82300242597
26,5387.32521219942,63070.458091676,68457.7833038754,405.173176565906
27,4810.12085794361,58620.8633856942,63430.9842436378,361.738612038041
28,4294.69243137832,54417.1052064008,58711.7976377791,322.960232827563
