"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,11502625.9139612,12886165.1418813,24388791.0558425,108595.00058337
2,10291303.6961951,1032266.14373839,11323569.8399335,96953.6165208327
3,9223429.74018734,1390995.60922227,10614425.3494096,86560.1888297995
4,8277412.91844142,1664586.93489246,9941999.85333388,77280.936587245
5,7436059.07120965,1866082.11949721,9302141.19070686,68996.4201850923
6,655791.731417615,2006209.09157438,2662000.822992,61600.0039412504
7,621088.033154912,2095989.30827964,2717077.34143455,54996.4835187484
8,578945.473031344,2144473.54268997,2723419.01572131,49100.8604855386
9,533557.060663649,2159412.82137886,2692969.88204251,43837.2482414888
10,487655.398995675,2147213.93281121,2634869.33180688,39137.8952300012
11,442959.065586313,2113597.11147908,2556556.1770654,34942.3128613451
12,400531.202053449,2063157.36422787,2463688.56628132,31196.4969226089
13,360925.098331342,1999961.39660392,2360886.49493526,27852.2324525052
14,324397.460229704,1927212.34173379,2251609.80196349,24866.4731335967
15,290998.598138985,1847822.85659981,2138821.4547388,22200.7872136751
16,260665.497903671,1763995.5009686,2024660.99887227,19820.8628243691
17,233245.047471962,1677492.42714314,1910737.4746151,17696.0663295968
18,208547.105737513,1589828.2070884,1798375.31282591,15799.048019064
19,186357.441438865,1502184.77445305,1688542.21589191,14105.3900714203
20,166461.490396646,1415527.26293031,1581988.75332696,12593.2922557641
21,148643.561052617,1330653.43548706,1479296.99653967,11243.2913259462
22,132704.504615722,1248155.2659731,1380859.77058882,10038.0104958047
23,118459.038912392,1168446.44873192,1286905.48764431,8961.93577065447
24,105733.637177588,1091814.22292383,1197547.86010142,8001.21625604031
25,94369.9821659488,1018467.38629964,1112837.36846559,7143.48587339279
26,84223.9546996104,948543.599769241,1032767.55446885,6377.70418776509
27,75165.0490700223,882154.54126218,957319.590332202,5694.01429883667
28,67077.5692834364,819329.429949326,886406.999232762,5083.61596600138
