"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,2665419.42751354,3475629.40296489,6141048.83047842,25118.99997554
2,2399092.11794254,592531.049382978,2991623.16732552,22426.2431781621
3,2160121.24951662,639684.368290521,2799805.61780714,20022.1499094631
4,1945422.50656421,669751.505846823,2615174.01241103,17875.7754391687
5,1752341.47871164,685785.711308321,2438127.19001996,15959.4923120898
6,183859.110697964,690389.582241956,874248.69293992,14248.6347362338
7,165587.033845899,685844.616150258,851431.649996157,12721.1810925095
8,148668.725772985,674068.918962543,822737.644735528,11357.4704793925
9,133156.166332414,656765.082118645,789921.24845106,10139.9496440016
10,119040.426378542,635323.109114669,754363.535493211,9052.94704216465
11,106272.321827571,610933.943761349,717206.265588921,8082.4711192446
12,94778.4731313236,584423.661982309,679202.135113633,7216.03021526158
13,84466.2596376787,556583.607616149,641049.867253827,6442.43305051203
14,75241.4516253098,528022.742583069,603264.194208379,5751.76965342366
15,67005.2315107235,499260.840911244,566266.072421967,5135.14907902939
16,59662.6836341339,470659.459314598,530322.142948732,4584.6335393769
17,53120.8432415471,442512.031332212,495632.874573759,4093.13621998145
18,47298.0797362475,415076.340781724,462374.420517972,3654.33005090327
19,42117.7759706567,388528.385338183,430646.161308839,3262.5662580551
20,37510.922477455,362997.904274433,400508.826751888,2912.80164624666
21,33413.9657148419,338562.602857197,371976.568572039,2600.53367787694
22,29770.5542510734,315266.914098254,345037.468349327,2321.74251153918
23,26529.8455107147,293133.107041277,319662.952551992,2072.83925439835
24,23645.7584747873,272179.057773197,295824.816247984,1850.61976219158
25,21078.0874304654,252405.124681079,273483.212111545,1652.22339211638
26,18791.2589950043,233800.574549444,252591.833544449,1475.09617763065
27,16754.2280952373,216334.098434362,233088.326529599,1316.9579511118
28,14939.5973230438,199978.611665946,214918.20898899,1175.77299114312
