"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,3129.763394763,19096.922552844,22226.685947607,28.117176
2,2762.38041489814,12026.8748482335,14789.2552631316,22.4937408
3,2465.38019483239,11731.5445149005,14196.9247097329,17.99499264
4,2215.29905231284,11096.271913687,13311.5709659998,14.395994112
5,1996.98365822627,10246.9217547717,12243.905412998,11.5167952896
6,899.047390243437,9282.09987292123,10181.1472631647,9.21343623168
7,758.045262370709,8298.8938621652,9056.93912453591,7.370748985344
8,621.477894626749,7358.88240896508,7980.36030359183,5.8965991882752
9,497.046832876937,6501.01412032115,6998.06095319808,4.71727935062016
10,388.583643869576,5725.26534321236,6113.84898708193,3.77382348049613
11,297.683054754102,5048.21161516005,5345.89466991416,3.0190587843969
12,224.249430222899,4458.67533493291,4682.92476515581,2.41524702751752
13,166.645205374933,3948.71545778405,4115.36066315898,1.93219762201402
14,122.60595555173,3509.18954680254,3631.79550235427,1.54575809761122
15,89.5839242192323,3127.68960704258,3217.27353126181,1.23660647808897
16,65.3552327535582,2793.21759757067,2858.57283032423,0.989285182471178
17,47.7308158645953,2499.53273112154,2547.26354698614,0.791367778147865
18,35.0459297168401,2240.31314067887,2275.35907039571,0.633045931938775
19,25.9481526066102,2010.53145136321,2036.47960396983,0.506398116034179
20,19.3881737898661,1805.67300982789,1825.06118361776,0.405087591571107
21,14.6246360529866,1622.61994379942,1637.24457985241,0.324045354137543
22,11.148929863691,1458.61146056181,1469.7603904255,0.259216509522962
23,8.57805579358492,1311.53603826819,1320.11409406177,0.207357389795342
24,6.65157424888633,1179.51989781336,1186.17147206224,0.16587325854308
25,5.18696526305109,1060.933020236,1066.11998549905,0.132688484972035
26,4.06333264133166,954.336697583309,958.400030224641,0.106142691105338
27,3.19347162953045,858.534194018211,861.727665647742,0.0849076758805224
28,2.51713736708078,772.404578139921,774.921715507002,0.0679209594966573
