"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1622.17298649521,38156.2548521133,39778.4278386085,0
2,1583.41846053302,19953.7450842989,21537.1635448319,0
3,1598.33431402855,23110.3588149217,24708.6931289503,0
4,1642.07186594187,25121.4925358164,26763.5644017583,0
5,1695.9607016546,26148.7713000002,27844.7320016548,0
6,1748.99250952722,26494.2340299124,28243.2265394396,0
7,1715.93205933214,26324.7164410722,28040.6485004043,0
8,1646.11543689344,25736.0448932988,27382.1603301923,0
9,1551.79757993494,24837.2978001986,26389.0953801335,0
10,1442.91795839762,23748.5241250511,25191.4420834487,0
11,1326.16463165181,22458.05228444,23784.2169160919,0
12,1207.20617555944,21106.2013766274,22313.4075521868,0
13,1089.94507546164,19735.9051436756,20825.8502191372,0
14,977.330478882641,18375.40048887,19352.7309677526,0
15,871.299138614042,17045.5682378603,17916.8673764744,0
16,772.795491811293,15761.4468378398,16534.2423296511,0
17,682.858873052243,14533.461151426,15216.3200244783,0
18,601.381087496094,13368.4177460788,13969.7988335749,0
19,528.050073829891,12270.3090102767,12798.3590841066,0
20,462.421205170009,11240.9609388238,11703.3821439938,0
21,403.970426985087,10280.5532479865,10684.5236749716,0
22,352.133316004194,9388.03538023499,9740.16869623918,0
23,306.333285510785,8561.45775080919,8867.79103631997,0
24,266.001476910202,7798.23411909127,8064.23559600147,0
25,230.590331108582,7095.34810856197,7325.93843967055,0
26,199.582398664707,6449.51454383266,6649.09694249736,0
27,172.44264916207,5853.98282969865,6026.42547886072,0
28,148.709743296526,5306.40625433259,5455.11599762912,0
