"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,1162545.41725095,13419244.1351922,14581789.5524431,663.00189665998
2,3824246.4951756,6386733.14944787,10210979.6446235,7859.34813862489
3,5660560.68156915,8903375.8589124,14563936.5404815,12761.2403466418
4,6701917.08001346,10680504.0429802,17382421.1229937,15901.3482664749
5,5737453.14427759,11862912.3406421,17600365.4849197,17708.4401419337
6,4945548.54956576,12574285.9831282,17519834.5326939,18527.5339867303
7,4287170.19920617,12909898.2550404,17197068.4542466,18614.8564163353
8,3711756.80050218,12950663.0254381,16662419.8259403,18175.9893437795
9,3211714.23225858,12771919.9415148,15983634.1737733,17387.6193982903
10,2777861.09298313,12434286.2357009,15212147.328684,16382.2606998334
11,2400171.03573792,11978807.9546595,14378978.9903974,15244.1212837258
12,2071900.01185571,11442409.3412568,13514309.3531125,14044.6615410939
13,1786847.33819355,10851982.9357641,12638830.2739576,12830.5601087183
14,1539663.75285183,10229963.6088951,11769627.3617469,11637.7572578234
15,1325484.56744671,9592890.08484988,10918374.6522966,10488.9336718119
16,1140473.17684881,8957580.24450518,10098053.421354,9407.112030977
17,980591.312876881,8333066.26867755,9313657.58155443,8398.95022567098
18,842384.969577713,7725890.2143471,8568275.18392482,7467.41292161328
19,723176.09934931,7142306.7487652,7865482.84811451,6615.72759020171
20,620442.421455916,6586011.99310298,7206454.4145589,5842.5832104801
21,531917.239839054,6058765.0995315,6590682.33937055,5143.89254163243
22,455749.454994332,5562485.94960326,6018235.40459759,4517.00161385891
23,390223.240454674,5097229.98908435,5487453.22953903,3956.24500904751
24,333958.241408483,4663707.08183307,4997665.32324155,3458.34315984761
25,285639.999904233,4260858.28504372,4546498.28494795,3017.03659438212
26,244165.694430512,3887682.03959999,4131847.73403051,2627.15579842761
27,208602.356126477,3542961.74141049,3751564.09753696,2283.7121909061
28,178141.890936894,3225535.06110314,3403676.95204003,1982.40996993655
