"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,232.711712466,4970.635724742,5203.347437208,0
2,236.522119214442,3424.29504825395,3660.81716746839,0
3,265.211194522399,4225.83459233221,4491.04578685461,0
4,303.825363997204,4684.43817892006,4988.26354291726,0
5,343.211244933815,4906.53260144174,5249.74384637556,0
6,377.823707492732,4931.7455897944,5309.56929728714,0
7,387.720738262845,4837.28812747552,5225.00886573837,0
8,374.42499955595,4647.73545754929,5022.16045710524,0
9,347.373717207032,4408.79333807826,4756.16705528529,0
10,313.467320773881,4142.79274929941,4456.26007007329,0
11,276.87372293223,3857.15757776617,4134.0313006984,0
12,240.641646742651,3564.38999772582,3805.03164446847,0
13,206.359746363776,3278.9750094082,3485.33475577197,0
14,175.206681383711,3005.9263541616,3181.13303554531,0
15,147.476166506008,2746.11878324469,2893.5949497507,0
16,123.185684585994,2502.85928291854,2626.04496750454,0
17,102.278555102806,2275.76928025915,2378.04783536195,0
18,84.5220375666008,2065.16419144811,2149.68622901471,0
19,69.5466408485473,1871.71722240067,1941.26386324922,0
20,57.0000799755381,1694.70784262805,1751.70792260358,0
21,46.5720763303987,1533.15031006145,1579.72238639185,0
22,37.9431818881524,1386.00584496577,1423.94902685393,0
23,30.8468587127207,1252.22348277176,1283.07034148448,0
24,25.0411963908124,1130.76836647737,1155.80956286818,0
25,20.3016570826455,1020.64078634833,1040.94244343098,0
26,16.4398348874321,920.888440370302,937.328275257734,0
27,13.2985218561595,830.61376309342,843.912284949579,0
28,10.7471619728942,748.977700953042,759.724862925936,0
