"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,8293152.99445318,9407567.67649717,17700720.6709504,78283.9993065
2,7423244.92307904,828622.171000121,8251867.09407916,69891.9545808432
3,6655346.43213034,1078108.43756424,7733454.86969458,62399.5370497768
4,5974328.73935265,1266574.04767981,7240902.78703245,55710.3066780407
5,5368123.28840467,1404012.86295231,6772136.15135698,49738.1618021548
6,480284.905593448,1498808.94407767,1979093.84967112,44406.2308569638
7,452824.863354048,1558486.88117334,2011311.74452739,39645.8829090973
8,420787.519670031,1589496.2225172,2010283.74218723,35395.844261242
9,386995.995568507,1597075.73370915,1984071.72927765,31601.4097564369
10,353250.244334217,1585531.57927925,1938781.82361346,28213.7386305469
11,320650.418578509,1558916.91659905,1879567.33517756,25189.2258493522
12,289851.278624325,1520564.51969514,1810415.79831947,22488.9408383017
13,261188.455160016,1473141.18455883,1734329.63971885,20078.1263804357
14,234794.073593381,1419090.03861518,1653884.11220856,17925.751232453
15,210682.506871291,1360287.6911027,1570970.197974,16004.1107003341
16,188788.094223667,1298184.13734811,1486972.23157178,14288.4700332583
17,168986.467122469,1234142.31226528,1403128.77938775,12756.746045693
18,151135.429871532,1169361.09371159,1320496.52358312,11389.2228695947
19,135088.766839534,1104758.21985223,1239846.98669177,10168.2981779741
20,120690.935451578,1040930.98457064,1161621.92002221,9078.25661329531
21,107789.938757492,978398.846849171,1086188.78560666,8105.06750435005
22,96244.1604852515,917499.35755604,1013743.51804129,7236.20426788373
23,85917.0966733591,858637.316160442,944554.412833801,6460.48317036659
24,76685.1871756823,802123.06072655,878808.247902232,5767.91937450329
25,68435.9818038572,748094.599231868,816530.581035725,5149.59841755654
26,61068.5937520616,696619.906927919,757688.50067998,4597.56146719448
27,54490.7948495287,647765.133915686,702255.928765215,4104.70287791123
28,48622.6233960533,601546.78286362,650169.406259673,3664.67872939915
