"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,5234.10505849412,189288.157733729,194522.262792223,0
2,5638.47569781655,103419.225683877,109057.701381694,0
3,6020.17998562365,105744.501619713,111764.681605336,0
4,6330.28255145756,104295.733565651,110626.016117109,0
5,6542.35798965472,100054.428249683,106596.786239337,0
6,6630.76524016189,92926.1787566592,99556.9439968211,0
7,6012.40696316165,84931.0230290212,90943.4299921829,0
8,5332.06100919954,76592.2223795698,81924.2833887693,0
9,4635.78428539371,68456.2015480384,73091.9858334321,0
10,3958.30418553094,60685.1296529662,64643.4338384972,0
11,3326.30729644559,53599.5120865998,56925.8193830454,0
12,2761.97477325159,47180.3971541195,49942.3719273711,0
13,2270.44745157858,41528.6585330706,43799.1059846492,0
14,1851.03963415966,36542.5591117595,38393.5987459192,0
15,1499.95300779998,32248.3698621447,33748.3228699446,0
16,1210.8957032426,28520.6304751764,29731.526178419,0
17,975.123523594961,25267.3847362947,26242.5082598897,0
18,784.890188342279,22432.0740311936,23216.9642195359,0
19,631.998670146712,19947.8037051761,20579.8023753228,0
20,509.794477901162,17767.7742828046,18277.5687607058,0
21,411.99398354194,15855.9504997091,16267.944483251,0
22,333.737318025859,14173.2712507058,14507.0085687316,0
23,271.099454251961,12683.6766892551,12954.776143507,0
24,220.797886609751,11358.0962494423,11578.8941360521,0
25,180.291358640559,10175.5975867062,10355.8889453468,0
26,147.546680212267,9119.11515399251,9266.66183420478,0
27,120.97648862396,8177.84479019998,8298.82127882394,0
28,99.3263792086856,7337.77499036653,7437.10136957521,0
