"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,996857.121360177,1184506.71854566,2181363.83990584,9404.999884
2,893869.863905928,138514.314799664,1032384.17870559,8396.7838964352
3,802509.499345,164925.356453035,967434.855798034,7496.64866273735
4,721172.12142188,184433.203038449,905605.324460329,6693.0079260919
5,648551.305122093,198085.029120963,846636.334243056,5975.51747641485
6,61361.1551194039,206937.002817784,268298.157937188,5334.94200294318
7,56993.2800441133,211852.551235635,268845.831279748,4763.03622022767
8,52411.3314283172,213518.360145663,265929.69157398,4252.43873741927
9,47846.3793783306,212544.179552639,260390.55893097,3796.57730476792
10,43442.0153051377,209481.332314855,252923.347619992,3389.5842176968
11,39284.0637925013,204717.412137231,244001.475929732,3026.2207895597
12,35413.3992239055,198679.35799335,234092.757217255,2701.8099209189
13,31848.3114760744,191698.752661917,223547.064137991,2412.1758973964
14,28590.8758447054,184035.332280225,212626.20812493,2153.5906411955
15,25632.0968531504,175905.208802196,201537.305655347,1922.72572445935
16,22955.7246176782,167487.097096086,190442.821713764,1716.6095267973
17,20544.2308438932,158927.727912743,179471.958756636,1532.58898552463
18,18376.0180245189,150346.546042736,168722.564067255,1368.29544627639
19,16429.7063851834,141839.781936203,158269.488321387,1221.61417443556
20,14684.7577833261,133483.974989635,148168.732772961,1090.65713493607
21,13121.8330038148,125339.0176021,138460.850605915,973.738690070924
22,11722.9726599311,117450.78093022,129173.753590152,869.353902495321
23,10471.6632209836,109853.375968425,120325.039189409,776.159164147822
24,9352.82994385081,102571.09708128,111923.92702513,692.954901751176
25,8352.78491575804,95620.089347499,103972.874263257,618.67013628345
26,7459.14910568169,89009.775970607,96468.9250762887,552.348697673864
27,6660.70710767702,82740.700276399,89401.4073840761,493.136917283226
28,5947.27363279199,76812.4687705604,82759.7424033524,440.272639750464
