"model_time","cost_drugs","cost_healthcare","cost_total","count_drug_dosis_dia"
1,6684296.51566522,7790103.26800016,14474399.7836654,63077.999268
2,5989242.02370885,817873.911694534,6807115.93540339,56316.0377464704
3,5373924.29156338,1004087.13303782,6378011.4246012,50278.9585000488
4,4826965.90726429,1142384.42599522,5969350.33325951,44889.0541488435
5,4339198.82546111,1240451.09655467,5579649.92201578,40076.9475440875
6,400749.498440342,1304902.60202208,1705652.10046242,35780.6987673613
7,374282.606888328,1341562.12602714,1715844.73291547,31945.0078595002
8,345383.040190733,1355525.76094079,1700908.80113153,28520.5030169618
9,315927.249292596,1351209.37638562,1667136.62567821,25463.1050935435
10,287103.529410648,1332549.09861431,1619652.62802496,22733.4602275156
11,259640.899320717,1302721.5012664,1562362.40058712,20296.4332911259
12,233948.783597776,1264170.81714143,1498119.6007392,18120.6556423172
13,210217.640744383,1219076.8030204,1429294.44376478,16178.1213574608
14,188499.873145212,1169242.5381967,1357742.41134191,14443.826747941
15,168758.323237399,1116237.11374587,1284995.43698327,12895.4485205618
16,150899.078394031,1061317.43808178,1212216.51647581,11513.0564391575
17,134800.281400893,1005491.82559231,1140292.10699321,10278.8567888799
18,120333.092738389,949636.507420677,1069969.60015907,9176.96334111193
19,107364.118888528,894410.356483314,1001774.47537184,8193.19287094473
20,95760.1582504835,840245.324048562,936005.482299046,7314.88259517946
21,85389.7033452012,787608.087903456,872997.791248658,6530.72718097622
22,76132.735722282,736783.570561011,812916.306283293,5830.63322717557
23,67876.0760000656,687958.343064878,755834.419064943,5205.58934522235
24,60513.5869815959,641277.061292604,701790.6482742,4647.55016741451
25,53949.7310015912,596839.849403025,650789.580404616,4149.33278946768
26,48100.9219059415,554695.752284205,602796.674190147,3704.52431443674
27,42888.5325784459,514851.376102303,557739.908680749,3307.39930792912
28,38243.4463602787,477297.165490567,515540.611850845,2952.84610211912
